ORDER,FAMILY,SCI_NAME,PRIMARY_COM_NAME,Descriptor_Name,Group_Name,CATEGORY_1_A,CATEGORY_2_A,REFERENCE_A,COMMENT_A,CATEGORY_1_B,CATEGORY_2_B,REFERENCE_B,COMMENT_B,CATEGORY_1_C,REFERENCE_C,COMMENT_C,CATEGORY_1_D,REFERENCE_D,COMMENT_D,CATEGORY_1_E,REFERENCE_E,COMMENT_E,ESM_AJS_FINAL_DECISION,DECISION_FINAL,GENERAL_CAT,IOC_TAX,BREEDING_CONTINENT
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser brachyrhynchus,Pink-footed Goose,Pink-footed,Goose,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Anser brachyrhynchus,Eurasia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta bernicla,Brant,Brant,NA,Local language,NA,https://en.wikipedia.org/wiki/Brant_(goose),"latinized old norse, burnt",Local language,NA,NA,"Old Norse for ""burnt (black) goose"", could be Both sexes physical, or Random?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,human,Branta bernicla,"North America,Eurasia"
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta leucopsis,Barnacle Goose,Barnacle,Goose,Random,NA,https://en.wikipedia.org/wiki/Brant_(goose),barnacle myth,Random,NA,https://en.wikipedia.org/wiki/Barnacle_goose_myth,Ancient myth about spawning from barnacles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human,Branta leucopsis,Eurasia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta hutchinsii,Cackling Goose,Cackling,Goose,Behavior,NA,NA,NA,Behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history,Branta hutchinsii,North America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta canadensis,Canada Goose,Canada,Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Branta canadensis,North America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta sandvicensis,Hawaiian Goose,Hawaiian,Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Branta sandvicensis,Ocean
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta ruficollis,Red-breasted Goose,Red-breasted,Goose,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Branta ruficollis,Eurasia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cereopsis novaehollandiae,Cape Barren Goose,Cape,Barren Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Cereopsis novaehollandiae,Australia-Wallacea
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Stictonetta naevosa,Freckled Duck,Freckled,Duck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Stictonetta naevosa,Australia-Wallacea
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cyanochen cyanoptera,Blue-winged Goose,Blue-winged,Goose,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Cyanochen cyanoptera,Africa
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus olor,Mute Swan,Mute,Swan,Behavior,NA,https://en.wikipedia.org/wiki/Mute_swan,NA,Behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history,Cygnus olor,Eurasia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus atratus,Black Swan,Black,Swan,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Cygnus atratus,Australia-Wallacea
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus melancoryphus,Black-necked Swan,Black-necked,Swan,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Cygnus melancoryphus,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus buccinator,Trumpeter Swan,Trumpeter,Swan,Behavior,NA,NA,NA,Behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history,Cygnus buccinator,North America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus columbianus,Tundra Swan,Tundra,Swan,Life History,NA,NA,NA,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history,Cygnus columbianus,"Eurasia,North America"
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus cygnus,Whooper Swan,Whooper,Swan,Behavior,NA,NA,NA,Behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history,Cygnus cygnus,Eurasia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Coscoroba coscoroba,Coscoroba Swan,Coscoroba,Swan,Behavior,NA,https://beautyofbirds.com/coscoroba-swans/,NA,Behavior,Local language,NA,"Onomonopoeic of local Chilean description of its call. May just be behavior, since the local name is not a Spanish word per se.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history,Coscoroba coscoroba,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sarkidiornis melanotos,Knob-billed Duck,Knob-billed,Duck,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Sarkidiornis melanotos,"Africa,South Asia-Southeast Asia"
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sarkidiornis sylvicola,Comb Duck,Comb,Duck,Both sexes physical trait,NA,NA,Female comb is much smaller than male comb,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,Male physical trait,NA,The male has a comb. The female does not.,Male physical trait,NA,NA,NA,Male physical trait,physical trait,Sarkidiornis sylvicola,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Pteronetta hartlaubii,Hartlaub's Duck,Hartlaub's,Duck,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pteronetta hartlaubii,Africa
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oressochen jubatus,Orinoco Goose,Orinoco,Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Neochen jubata,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oressochen melanopterus,Andean Goose,Andean,Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Chloephaga melanoptera,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga picta,Upland Goose,Upland,Goose,Life History,NA,NA,NA,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history,Chloephaga picta,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga hybrida,Kelp Goose,Kelp,Goose,Life History,NA,NA,NA,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history,Chloephaga hybrida,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga poliocephala,Ashy-headed Goose,Ashy-headed,Goose,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Chloephaga poliocephala,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga rubidiceps,Ruddy-headed Goose,Ruddy-headed,Goose,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Chloephaga rubidiceps,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Radjah radjah,Radjah Shelduck,Radjah,Shelduck,Local language,NA,NA,NA,Local language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,human,Radjah radjah,Australia-Wallacea
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen aegyptiaca,Egyptian Goose,Egyptian,Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Alopochen aegyptiaca,Africa
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen mauritiana,Mauritius Shelduck,Mauritius,Shelduck,Geographic Location,NA,NA,extinct,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Alopochen mauritiana,Ocean
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen kervazoi,Reunion Shelduck,Reunion,Shelduck,Geographic Location,NA,NA,extinct,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Alopochen kervazoi,Ocean
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna ferruginea,Ruddy Shelduck,Ruddy,Shelduck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Tadorna ferruginea,Eurasia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna cana,South African Shelduck,South,African Shelduck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Tadorna cana,Africa
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna tadornoides,Australian Shelduck,Australian,Shelduck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Tadorna tadornoides,Australia-Wallacea
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna variegata,Paradise Shelduck,Paradise,Shelduck,General Descriptor,NA,NA,NA,General Descriptor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human,Tadorna variegata,Australia-Wallacea
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna tadorna,Common Shelduck,Common,Shelduck,General Descriptor,NA,NA,NA,General Descriptor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human,Tadorna tadorna,"Eurasia,Africa"
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna cristata,Crested Shelduck,Crested,Shelduck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Tadorna cristata,Eurasia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Plectropterus gambensis,Spur-winged Goose,Spur-winged,Goose,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Plectropterus gambensis,Africa
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres patachonicus,Flying Steamer-Duck,Flying,Steamer-Duck,Behavior,Behavior,https://en.wikipedia.org/wiki/Steamer_duck,"swims like steam paddle, only flying steamer duck",Behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history,Tachyeres patachonicus,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres pteneres,Flightless Steamer-Duck,Flightless,Steamer-Duck,Behavior,Both sexes physical trait,NA,"I listed two categories because both could work. Flight = behavior, ""less"" = physical trait?",Behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history,Tachyeres pteneres,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres brachypterus,Falkland Steamer-Duck,Falkland,Steamer-Duck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Tachyeres brachypterus,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres leucocephalus,White-headed Steamer-Duck,White-headed,Steamer-Duck,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Tachyeres leucocephalus,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Lophonetta specularioides,Crested Duck,Crested,Duck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Lophonetta specularioides,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Speculanas specularis,Spectacled Duck,Spectacled,Duck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Speculanas specularis,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cairina moschata,Muscovy Duck,Muscovy,Duck,Time limit,NA,https://en.wikipedia.org/wiki/Muscovy_duck#Common_name_“Muscovy”,The reason for this name appears to be unknown,Time limit,NA,NA,"Could be errant referance to Black/Caspian Sea region or refer to ""musk""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human,Cairina moschata,"North America,Middle America,South America,Middle America,South America"
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus pulchellus,Green Pygmy-Goose,Green,Pygmy-Goose,Both sexes physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,Male physical trait,NA,The female lacks the green.,Male physical trait,NA,NA,NA,Male physical trait,physical trait,Nettapus pulchellus,Australia-Wallacea
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus coromandelianus,Cotton Pygmy-Goose,Cotton,Pygmy-Goose,Both sexes physical trait,NA,https://archive.org/details/monographonanati00ey/page/88/mode/2up?q=cotton,ref found on wikipedia. name comes from white feathers,Male physical trait,NA,NA,"Might argue that female also has ""cottony-white"" head",Male physical trait,https://www.thainationalparks.com/species/cotton-pygmy-goose,NA,Male physical trait,NA,The cotton is clearly referring the white head on the male in breeding plumage.,Male physical trait,https://en.wikipedia.org/wiki/Cotton_pygmy_goose,"Also sometimes called white-quilled pygmy goose, which the term ""cotton"" probably refers to.",NA,Male physical trait,physical trait,Nettapus coromandelianus,South Asia-Southeast Asia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus auritus,African Pygmy-Goose,African,Pygmy-Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Nettapus auritus,Africa
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Callonetta leucophrys,Ringed Teal,Ringed,Teal,Male physical trait,NA,NA,"I cannot find a specific reason for the name and assume it is the ringed appearance of the male's head. The female arguably shows this to some extent too, but it is more prominent in the male",Male physical trait,NA,NA,"Might argue that female also has ringed neck, but less dramatic than male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Callonetta leucophrys,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aix sponsa,Wood Duck,Wood,Duck,Geographic Location,NA,NA,NA,Life History,NA,NA,NA,Natural History,NA,"requires wooded cover for nesting, (in tree cavities), has claws for perching in trees",Natural History,BOTW,references habitat,Natural History,NA,NA,NA,Natural History,natural history,Aix sponsa,North America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aix galericulata,Mandarin Duck,Mandarin,Duck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Aix galericulata,Eurasia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chenonetta jubata,Maned Duck,Maned,Duck,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Chenonetta jubata,Australia-Wallacea
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chenonetta finschi,Finsch's Duck,Finsch's,Duck,Person,NA,https://natlib.govt.nz/records/22369332,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,NA,NA
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Amazonetta brasiliensis,Brazilian Teal,Brazilian,Teal,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Amazonetta brasiliensis,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Hymenolaimus malacorhynchos,Blue Duck,Blue,Duck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Hymenolaimus malacorhynchos,Australia-Wallacea
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Merganetta armata,Torrent Duck,Torrent,Duck,Geographic Location,NA,NA,NA,Life History,NA,NA,NA,Natural History,NA,NA,Natural History,BOTW,references habitat,Natural History,NA,NA,NA,Natural History,natural history,Merganetta armata,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Salvadorina waigiuensis,Salvadori's Teal,Salvadori's,Teal,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Salvadorina waigiuensis,Australia-Wallacea
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sibirionetta formosa,Baikal Teal,Baikal,Teal,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Sibirionetta formosa,Eurasia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula querquedula,Garganey,Garganey,NA,Random,NA,NA,NA,Random,NA,https://www.ahdictionary.com/word/search.html?q=garganey&submit.x=0&submit.y=0,Reference to Lombard language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human,Spatula querquedula,Eurasia
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula hottentota,Blue-billed Teal,Blue-billed,Teal,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Spatula hottentota,Africa
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula versicolor,Silver Teal,Silver,Teal,Time limit,NA,NA,NA,Both sexes physical trait,NA,NA,NA,Time limit,NA,NA,Both sexes physical trait,BOTW,NA,Both sexes physical trait,NA,NA,Both sexes physical trait,Both sexes physical trait,physical trait,Spatula versicolor,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula puna,Puna Teal,Puna,Teal,Life History,NA,NA,NA,Geographic Location,NA,NA,NA,Local language,NA,"puna (spanish, from Quechua) the high andean plateau above 10,000 ft",Natural History,NA,"see previous discussion of whether ""puna"" is a habitat type or regions",Natural History,NA,NA,Natural History,Natural History,natural history,Spatula puna,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula discors,Blue-winged Teal,Blue-winged,Teal,Female physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,Both sexes physical trait,BOTW,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,physical trait,Spatula discors,North America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula cyanoptera,Cinnamon Teal,Cinnamon,Teal,Male physical trait,NA,NA,Dimorphic in size,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Spatula cyanoptera,"North America,Middle America,South America,Middle America,South America"
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula platalea,Red Shoveler,Red,Shoveler,Both sexes physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,Male physical trait,BOTW,NA,Male physical trait,NA,NA,NA,Male physical trait,physical trait,Spatula platalea,South America
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula smithii,Cape Shoveler,Cape,Shoveler,Life History,NA,NA,NA,Geographic Location,NA,NA,NA,Natural History,NA,NA,Geographic Location,BOTW,"Type locality= Cape Province, itself named for Cape of Good Hope",Geographic Location,NA,NA,Geographic Location,Geographic Location,natural history,Spatula smithii,Africa
