TAXON_ID,ORDER1,FAMILY,SCI_NAME,PRIMARY_COM_NAME,Descriptor_Name,Group_Name,CATEGORY_1_A,CATEGORY_2_A,REFERENCE_A,COMMENT_A,SCORER_ID_A,ESM_edit_A,ebird_102522,CATEGORY_1_B,CATEGORY_2_B,REFERENCE_B,COMMENT_B,SCORER_ID_B,ESM_edit_B,com_name_21,com_name_22,sci_name_21,sci_name_22,CATEGORY_1_C,REFERENCE_C,COMMENT_C,SCORER_ID_C,CATEGORY_1_D,REFERENCE_D,COMMENT_D,SCORER_ID_D,CATEGORY_1_E,REFERENCE_E,COMMENT_E,SCORER_ID_E,ESM_AJS_FINAL_DECISION,DECISION,MULTIPLE_DESCRIPTORS_CHANGES
1,Struthioniformes,Struthionidae (Ostriches),Struthio camelus,Common Ostrich,Common,Ostrich,General Descriptor,NA,NA,NA,ESM10,NA,NA,General Descriptor,NA,NA,NA,DTB0722,NA,1,1,Struthio camelus,Struthio camelus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,NA
2,Struthioniformes,Struthionidae (Ostriches),Struthio molybdophanes,Somali Ostrich,Somali,Ostrich,Geographic Location,NA,NA,NA,ESM10,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Struthio molybdophanes,Struthio molybdophanes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
3,Rheiformes,Rheidae (Rheas),Rhea americana,Greater Rhea,Greater,Rhea,Size,NA,NA,NA,ESM10,NA,NA,Size,NA,NA,NA,DTB0722,NA,1,1,Rhea americana,Rhea americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
4,Rheiformes,Rheidae (Rheas),Rhea pennata,Lesser Rhea,Lesser,Rhea,Size,NA,NA,NA,ESM10,NA,NA,Size,NA,NA,NA,DTB0722,NA,1,1,Rhea pennata,Rhea pennata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
5,Tinamiformes,Tinamidae (Tinamous),Nothocercus julius,Tawny-breasted Tinamou,Tawny-breasted,Tinamou,Both sexes physical trait,NA,NA,NA,ESM10,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Nothocercus julius,Nothocercus julius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6,Tinamiformes,Tinamidae (Tinamous),Nothocercus bonapartei,Highland Tinamou,Highland,Tinamou,Life History,NA,NA,NA,ESM10,NA,NA,Life History,NA,NA,NA,DTB0722,NA,1,1,Nothocercus bonapartei,Nothocercus bonapartei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,NA
7,Tinamiformes,Tinamidae (Tinamous),Nothocercus nigrocapillus,Hooded Tinamou,Hooded,Tinamou,Both sexes physical trait,NA,NA,NA,ESM10,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Nothocercus nigrocapillus,Nothocercus nigrocapillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
8,Tinamiformes,Tinamidae (Tinamous),Tinamus tao,Gray Tinamou,Gray,Tinamou,Both sexes physical trait,NA,NA,NA,ESM10,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Tinamus tao,Tinamus tao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
9,Tinamiformes,Tinamidae (Tinamous),Tinamus solitarius,Solitary Tinamou,Solitary,Tinamou,Behavior,NA,NA,NA,ESM10,NA,NA,Behavior,NA,NA,NA,DTB0722,NA,1,1,Tinamus solitarius,Tinamus solitarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,NA
10,Tinamiformes,Tinamidae (Tinamous),Tinamus osgoodi,Black Tinamou,Black,Tinamou,Both sexes physical trait,NA,NA,NA,ESM10,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Tinamus osgoodi,Tinamus osgoodi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
11,Tinamiformes,Tinamidae (Tinamous),Tinamus major,Great Tinamou,Great,Tinamou,Size,NA,NA,NA,GRM0619,NA,NA,Size,NA,NA,NA,KFPB0131,NA,1,1,Tinamus major,Tinamus major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
12,Tinamiformes,Tinamidae (Tinamous),Tinamus guttatus,White-throated Tinamou,White-throated,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Tinamus guttatus,Tinamus guttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
13,Tinamiformes,Tinamidae (Tinamous),Crypturellus cinereus,Cinereous Tinamou,Cinereous,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Crypturellus cinereus,Crypturellus cinereus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
14,Tinamiformes,Tinamidae (Tinamous),Crypturellus berlepschi,Berlepsch's Tinamou,Berlepsch's,Tinamou,Person,NA,NA,NA,GRM0619,NA,NA,Person,NA,NA,NA,KFPB0131,NA,1,1,Crypturellus berlepschi,Crypturellus berlepschi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,NA
15,Tinamiformes,Tinamidae (Tinamous),Crypturellus soui,Little Tinamou,Little,Tinamou,Size,NA,NA,NA,GRM0619,NA,NA,Size,NA,NA,NA,KFPB0131,NA,1,1,Crypturellus soui,Crypturellus soui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
16,Tinamiformes,Tinamidae (Tinamous),Crypturellus ptaritepui,Tepui Tinamou,Tepui,Tinamou,Geographic Location,NA,NA,NA,GRM0619,NA,NA,Geographic Location,NA,NA,NA,KFPB0131,NA,1,1,Crypturellus ptaritepui,Crypturellus ptaritepui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,Natural History
17,Tinamiformes,Tinamidae (Tinamous),Crypturellus obsoletus,Brown Tinamou,Brown,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Crypturellus obsoletus,Crypturellus obsoletus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
18,Tinamiformes,Tinamidae (Tinamous),Crypturellus undulatus,Undulated Tinamou,Undulated,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Crypturellus undulatus,Crypturellus undulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
19,Tinamiformes,Tinamidae (Tinamous),Crypturellus transfasciatus,Pale-browed Tinamou,Pale-browed,Tinamou,Both sexes physical trait,NA,NA,sex dimorphic,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Crypturellus transfasciatus,Crypturellus transfasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
20,Tinamiformes,Tinamidae (Tinamous),Crypturellus strigulosus,Brazilian Tinamou,Brazilian,Tinamou,Geographic Location,NA,NA,NA,GRM0619,NA,NA,Geographic Location,NA,NA,NA,KFPB0131,NA,1,1,Crypturellus strigulosus,Crypturellus strigulosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
21,Tinamiformes,Tinamidae (Tinamous),Crypturellus duidae,Gray-legged Tinamou,Gray-legged,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Crypturellus duidae,Crypturellus duidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
22,Tinamiformes,Tinamidae (Tinamous),Crypturellus erythropus,Red-legged Tinamou,Red-legged,Tinamou,Both sexes physical trait,NA,NA,sex dimorphic,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Crypturellus erythropus,Crypturellus erythropus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
23,Tinamiformes,Tinamidae (Tinamous),Crypturellus noctivagus,Yellow-legged Tinamou,Yellow-legged,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Crypturellus noctivagus,Crypturellus noctivagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
24,Tinamiformes,Tinamidae (Tinamous),Crypturellus atrocapillus,Black-capped Tinamou,Black-capped,Tinamou,Both sexes physical trait,NA,NA,sex dimorphic,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Crypturellus atrocapillus,Crypturellus atrocapillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
25,Tinamiformes,Tinamidae (Tinamous),Crypturellus boucardi,Slaty-breasted Tinamou,Slaty-breasted,Tinamou,Both sexes physical trait,NA,NA,sex dimorphic,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Crypturellus boucardi,Crypturellus boucardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
26,Tinamiformes,Tinamidae (Tinamous),Crypturellus kerriae,Choco Tinamou,Choco,Tinamou,Geographic Location,NA,NA,NA,GRM0619,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Crypturellus kerriae,Crypturellus kerriae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
27,Tinamiformes,Tinamidae (Tinamous),Crypturellus variegatus,Variegated Tinamou,Variegated,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,General?,DTB0722,NA,1,1,Crypturellus variegatus,Crypturellus variegatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
28,Tinamiformes,Tinamidae (Tinamous),Crypturellus cinnamomeus,Thicket Tinamou,Thicket,Tinamou,Life History,NA,NA,NA,GRM0619,NA,NA,Life History,NA,NA,NA,DTB0722,NA,1,1,Crypturellus cinnamomeus,Crypturellus cinnamomeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,NA
29,Tinamiformes,Tinamidae (Tinamous),Crypturellus brevirostris,Rusty Tinamou,Rusty,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Crypturellus brevirostris,Crypturellus brevirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
30,Tinamiformes,Tinamidae (Tinamous),Crypturellus bartletti,Bartlett's Tinamou,Bartlett's,Tinamou,Person,NA,NA,NA,GRM0619,NA,NA,Person,NA,NA,NA,DTB0722,NA,1,1,Crypturellus bartletti,Crypturellus bartletti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,NA
31,Tinamiformes,Tinamidae (Tinamous),Crypturellus parvirostris,Small-billed Tinamou,Small-billed,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Crypturellus parvirostris,Crypturellus parvirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
32,Tinamiformes,Tinamidae (Tinamous),Crypturellus casiquiare,Barred Tinamou,Barred,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Crypturellus casiquiare,Crypturellus casiquiare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
33,Tinamiformes,Tinamidae (Tinamous),Crypturellus tataupa,Tataupa Tinamou,Tataupa,Tinamou,Local language,NA,https://en.wikipedia.org/wiki/Tataupa_tinamou,Guarani word,GRM0619,NA,NA,Local language,NA,NA,NA,DTB0722,NA,1,1,Crypturellus tataupa,Crypturellus tataupa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,NA
34,Tinamiformes,Tinamidae (Tinamous),Rhynchotus rufescens,Red-winged Tinamou,Red-winged,Tinamou,Both sexes physical trait,NA,NA,NA,GRM0619,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Rhynchotus rufescens,Rhynchotus rufescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
35,Tinamiformes,Tinamidae (Tinamous),Rhynchotus maculicollis,Huayco Tinamou,Huayco,Tinamou,Local language,Random,https://www.definitions.net/definition/huayco,Huayco is a flash flood event,GRM0619,NA,NA,Local language,NA,NA,NA,DTB0722,NA,1,1,Rhynchotus maculicollis,Rhynchotus maculicollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,NA
36,Tinamiformes,Tinamidae (Tinamous),Nothoprocta taczanowskii,Taczanowski's Tinamou,Taczanowski's,Tinamou,Person,NA,NA,NA,GRM0619,NA,NA,Person,NA,NA,NA,DTB0722,NA,1,1,Nothoprocta taczanowskii,Nothoprocta taczanowskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,NA
37,Tinamiformes,Tinamidae (Tinamous),Nothoprocta ornata,Ornate Tinamou,Ornate,Tinamou,General Descriptor,NA,NA,NA,GRM0619,NA,NA,General Descriptor,NA,NA,NA,DTB0722,NA,1,1,Nothoprocta ornata,Nothoprocta ornata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,Both sexes physical trait
38,Tinamiformes,Tinamidae (Tinamous),Nothoprocta perdicaria,Chilean Tinamou,Chilean,Tinamou,Geographic Location,NA,NA,NA,GRM0619,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Nothoprocta perdicaria,Nothoprocta perdicaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
39,Tinamiformes,Tinamidae (Tinamous),Nothoprocta cinerascens,Brushland Tinamou,Brushland,Tinamou,Life History,NA,NA,NA,GRM0619,NA,NA,Life History,NA,NA,NA,DTB0722,NA,1,1,Nothoprocta cinerascens,Nothoprocta cinerascens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,NA
40,Tinamiformes,Tinamidae (Tinamous),Nothoprocta pentlandii,Andean Tinamou,Andean,Tinamou,Geographic Location,NA,NA,NA,GRM0619,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Nothoprocta pentlandii,Nothoprocta pentlandii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
41,Tinamiformes,Tinamidae (Tinamous),Nothoprocta curvirostris,Curve-billed Tinamou,Curve-billed,Tinamou,Both sexes physical trait,NA,NA,NA,fmv8968,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Nothoprocta curvirostris,Nothoprocta curvirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
42,Tinamiformes,Tinamidae (Tinamous),Nothura boraquira,White-bellied Nothura,White-bellied,Nothura,Both sexes physical trait,NA,NA,NA,fmv8968,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Nothura boraquira,Nothura boraquira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
43,Tinamiformes,Tinamidae (Tinamous),Nothura minor,Lesser Nothura,Lesser,Nothura,Size,NA,NA,NA,fmv8968,NA,NA,Size,NA,NA,NA,KFPB0131,NA,1,1,Nothura minor,Nothura minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
44,Tinamiformes,Tinamidae (Tinamous),Nothura darwinii,Darwin's Nothura,Darwin's,Nothura,Person,NA,NA,NA,fmv8968,NA,NA,Person,NA,NA,NA,KFPB0131,NA,1,1,Nothura darwinii,Nothura darwinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,NA
45,Tinamiformes,Tinamidae (Tinamous),Nothura maculosa,Spotted Nothura,Spotted,Nothura,Both sexes physical trait,NA,NA,NA,fmv8968,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Nothura maculosa,Nothura maculosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
46,Tinamiformes,Tinamidae (Tinamous),Taoniscus nanus,Dwarf Tinamou,Dwarf,Tinamou,Size,NA,NA,NA,fmv8968,NA,NA,Size,NA,NA,NA,KFPB0131,NA,1,1,Taoniscus nanus,Taoniscus nanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
47,Tinamiformes,Tinamidae (Tinamous),Eudromia elegans,Elegant Crested-Tinamou,Elegant,Crested-Tinamou,General Descriptor,NA,NA,NA,fmv8968,NA,NA,General Descriptor,NA,NA,NA,KFPB0131,NA,1,1,Eudromia elegans,Eudromia elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,NA
48,Tinamiformes,Tinamidae (Tinamous),Eudromia formosa,Quebracho Crested-Tinamou,Quebracho,Crested-Tinamou,Time limit,NA,NA,"""Quebracho"" refers to a very hard wooden tree species, but not sure how this relates to the bird.",fmv8968,NA,NA,Life History,NA,NA,NA,KFPB0131,NA,1,1,Eudromia formosa,Eudromia formosa,Natural History,https://en.wikipedia.org/wiki/Quebracho_tree,"It seems to be named after the trees that occur in its habitat, so I'm going with Natural History",AJS0622,Geographic Location,Wikipedia,"Quebrachos is a department of Argentina, which is where this bird is found. It also refers to a tree. The etymology of it means ""axe-breaker"" according to Wikipedia.",KLP0214,Natural History,https://en.wikipedia.org/wiki/Quebracho_tree,Quebracho is a common name in Spanish to describe very hard (density 0.9–1.3) wood tree species. (BoW): In Bolivia the species has been observed in medium to well drained chaco forest of Schinopsis quebracho-colorado.,JH0921,Natural History,Natural History,NA
49,Tinamiformes,Tinamidae (Tinamous),Tinamotis pentlandii,Puna Tinamou,Puna,Tinamou,Time limit,NA,NA,"Puna Tinamou is alternatively called ""Pentland's Tinamou,"" which is the name of a researcher.",fmv8968,NA,NA,Geographic Location,NA,NA,NA,KFPB0131,NA,1,1,Tinamotis pentlandii,Tinamotis pentlandii,Natural History,NA,NA,AJS0622,Geographic Location,Wikipedia,"""Puna"" is another word for ""altiplano"" aka the Andean Plateau, which is where this bird is from. It is a contiguous region.",KLP0214,Natural History,NA,NA,JH0921,Natural History,Natural History,NA
50,Tinamiformes,Tinamidae (Tinamous),Tinamotis ingoufi,Patagonian Tinamou,Patagonian,Tinamou,Geographic Location,NA,NA,NA,fmv8968,NA,NA,Geographic Location,NA,NA,NA,KFPB0131,NA,1,1,Tinamotis ingoufi,Tinamotis ingoufi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
51,Casuariiformes,Casuariidae (Cassowaries and Emu),Casuarius casuarius,Southern Cassowary,Southern,Cassowary,Geographic Location,NA,NA,NA,bz2193,NA,NA,Geographic Location,NA,NA,NA,KFPB0131,NA,1,1,Casuarius casuarius,Casuarius casuarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
52,Casuariiformes,Casuariidae (Cassowaries and Emu),Casuarius bennetti,Dwarf Cassowary,Dwarf,Cassowary,Size,NA,NA,smallest member of genus,bz2193,NA,NA,Size,NA,NA,NA,KFPB0131,NA,1,1,Casuarius bennetti,Casuarius bennetti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
53,Casuariiformes,Casuariidae (Cassowaries and Emu),Casuarius unappendiculatus,Northern Cassowary,Northern,Cassowary,Geographic Location,NA,NA,NA,bz2193,NA,NA,Geographic Location,NA,NA,NA,KFPB0131,NA,1,1,Casuarius unappendiculatus,Casuarius unappendiculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
54,Casuariiformes,Casuariidae (Cassowaries and Emu),Dromaius novaehollandiae,Emu,Emu,NA,Time limit,NA,NA,NA,bz2193,NA,NA,Time limit,NA,https://australian.museum/learn/animals/birds/emu/,The Australian museum claims the name comes from an Arabic word for a large bird adopted by Portuguese explorers. So maybe size? Not quite sure what to do about this one.,KFPB0131,NA,1,1,Dromaius novaehollandiae,Dromaius novaehollandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,NA
55,Apterygiformes,Apterygidae (Kiwis),Apteryx australis,Southern Brown Kiwi,Southern,Brown Kiwi,Geographic Location,NA,NA,NA,bz2193,NA,NA,Geographic Location,Both sexes physical trait,NA,NA,KFPB0131,NA,1,1,Apteryx australis,Apteryx australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
56,Apterygiformes,Apterygidae (Kiwis),Apteryx rowi,Okarito Brown Kiwi,Okarito,Brown Kiwi,Geographic Location,NA,NA,NA,bz2193,NA,NA,Geographic Location,Both sexes physical trait,NA,NA,KFPB0131,NA,1,1,Apteryx rowi,Apteryx rowi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
57,Apterygiformes,Apterygidae (Kiwis),Apteryx mantelli,North Island Brown Kiwi,North,Island Brown Kiwi,Geographic Location,NA,NA,NA,bz2193,NA,NA,Geographic Location,Both sexes physical trait,NA,NA,KFPB0131,NA,1,1,Apteryx mantelli,Apteryx mantelli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
58,Apterygiformes,Apterygidae (Kiwis),Apteryx owenii,Little Spotted Kiwi,Little,Spotted Kiwi,Size,Both sexes physical trait,NA,female larger than males,bz2193,NA,NA,Size,Both sexes physical trait,NA,NA,KFPB0131,NA,1,1,Apteryx owenii,Apteryx owenii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
59,Apterygiformes,Apterygidae (Kiwis),Apteryx haastii,Great Spotted Kiwi,Great,Spotted Kiwi,Size,Both sexes physical trait,NA,NA,bz2193,NA,NA,Size,Both sexes physical trait,NA,Are brown kiwis and spotted kiwis shared names? They're in the same genus...,KFPB0131,NA,1,1,Apteryx haastii,Apteryx haastii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
60,Anseriformes,Anhimidae (Screamers),Anhima cornuta,Horned Screamer,Horned,Screamer,Both sexes physical trait,NA,NA,"nicknamed ""unicorn of the avian world""",bz2193,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Anhima cornuta,Anhima cornuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
61,Anseriformes,Anhimidae (Screamers),Chauna torquata,Southern Screamer,Southern,Screamer,Geographic Location,NA,NA,NA,fmv8968,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Chauna torquata,Chauna torquata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
62,Anseriformes,Anhimidae (Screamers),Chauna chavaria,Northern Screamer,Northern,Screamer,Geographic Location,NA,NA,NA,fmv8968,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Chauna chavaria,Chauna chavaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
63,Anseriformes,Anseranatidae (Magpie Goose),Anseranas semipalmata,Magpie Goose,Magpie,Goose,Both sexes physical trait,NA,NA,NA,fmv8968,NA,NA,Both sexes physical trait,NA,NA,"Named after another group (magpies), but ""pied"" refers to B&W",DTB0722,NA,1,1,Anseranas semipalmata,Anseranas semipalmata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
64,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna guttata,Spotted Whistling-Duck,Spotted,Whistling-Duck,Both sexes physical trait,NA,NA,NA,fmv8968,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Dendrocygna guttata,Dendrocygna guttata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
65,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna eytoni,Plumed Whistling-Duck,Plumed,Whistling-Duck,Both sexes physical trait,NA,NA,NA,fmv8968,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Dendrocygna eytoni,Dendrocygna eytoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
66,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna viduata,White-faced Whistling-Duck,White-faced,Whistling-Duck,Both sexes physical trait,NA,NA,NA,fmv8968,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Dendrocygna viduata,Dendrocygna viduata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
67,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna autumnalis,Black-bellied Whistling-Duck,Black-bellied,Whistling-Duck,Both sexes physical trait,NA,NA,NA,fmv8968,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Dendrocygna autumnalis,Dendrocygna autumnalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
68,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna arborea,West Indian Whistling-Duck,West,Indian Whistling-Duck,Geographic Location,NA,NA,NA,fmv8968,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Dendrocygna arborea,Dendrocygna arborea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
69,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna bicolor,Fulvous Whistling-Duck,Fulvous,Whistling-Duck,Both sexes physical trait,NA,NA,NA,fmv8968,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Dendrocygna bicolor,Dendrocygna bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
