TAXON_ID,ORDER1,FAMILY,SCI_NAME,PRIMARY_COM_NAME,Descriptor_Name,Group_Name,CATEGORY_1_A,CATEGORY_2_A,REFERENCE_A,COMMENT_A,SCORER_ID_A,ESM_edit_A,ebird_102522,CATEGORY_1_B,CATEGORY_2_B,REFERENCE_B,COMMENT_B,SCORER_ID_B,ESM_edit_B,com_name_21,com_name_22,sci_name_21,sci_name_22,CATEGORY_1_C,REFERENCE_C,COMMENT_C,SCORER_ID_C,CATEGORY_1_D,REFERENCE_D,COMMENT_D,SCORER_ID_D,CATEGORY_1_E,REFERENCE_E,COMMENT_E,SCORER_ID_E,ESM_AJS_FINAL_DECISION,DECISION,MULTIPLE_DESCRIPTORS_CHANGES
6276,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala tenebrosa,Morningbird,Morningbird,NA,Behavior,NA,NA,NA,JH0921,NA,NA,Behavior,NA,Pratt et al. 1980 https://academic.oup.com/condor/article-abstract/82/2/117/5204700,"""This drab bird takes its name from its elaborate pre-dawn song, probably the most pleasing of all Palau""",SAR1126,NA,1,1,Pachycephala tenebrosa,Pachycephala tenebrosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,NA
6277,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala modesta,Brown-backed Whistler,Brown-backed,Whistler,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala modesta,Pachycephala modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6278,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala lorentzi,Lorentz's Whistler,Lorentz's,Whistler,Person,NA,NA,Named after Hendrikus Albertus Lorentz,JH0921,NA,NA,Person,NA,NA,NA,SAR1126,NA,1,1,Pachycephala lorentzi,Pachycephala lorentzi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,NA
6279,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala aurea,Golden-backed Whistler,Golden-backed,Whistler,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala aurea,Pachycephala aurea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6280,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala philippinensis,Yellow-bellied Whistler,Yellow-bellied,Whistler,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala philippinensis,Pachycephala philippinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6281,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala hypoxantha,Bornean Whistler,Bornean,Whistler,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Pachycephala hypoxantha,Pachycephala hypoxantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6282,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala sulfuriventer,Sulphur-bellied Whistler,Sulphur-bellied,Whistler,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,Female has paler underparts but both are yellow.,SAR1126,NA,1,1,Pachycephala sulfuriventer,Pachycephala sulfuriventer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6283,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala cinerea,Mangrove Whistler,Mangrove,Whistler,Life History,NA,NA,habitat,jfm92,NA,NA,Life History,NA,NA,NA,SAR1126,NA,1,1,Pachycephala cinerea,Pachycephala cinerea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,NA
6284,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala albiventris,Green-backed Whistler,Green-backed,Whistler,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala albiventris,Pachycephala albiventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6285,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala homeyeri,White-vented Whistler,White-vented,Whistler,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala homeyeri,Pachycephala homeyeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6286,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala phaionota,Island Whistler,Island,Whistler,Geographic Location,NA,NA,refers to several small islands in Indonesia,jfm92,NA,NA,Geographic Location,NA,NA,"Lives on many small islands rather than the Papuan ""mainland.""",SAR1126,NA,1,1,Pachycephala phaionota,Pachycephala phaionota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,Natural History
6287,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala melanorhyncha,Biak Whistler,Biak,Whistler,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Pachycephala melanorhyncha,Pachycephala melanorhyncha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6288,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala hyperythra,Rusty Whistler,Rusty,Whistler,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala hyperythra,Pachycephala hyperythra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6289,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala simplex,Gray Whistler,Gray,Whistler,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala simplex,Pachycephala simplex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6290,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala arctitorquis,Wallacean Whistler,Wallacean,Whistler,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,I believe this is geographic rather than a person because it occurs in Wallacea and was not originally described by Wallace.,SAR1126,NA,1,1,Pachycephala arctitorquis,Pachycephala arctitorquis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6291,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala griseonota,Drab Whistler,Drab,Whistler,Both sexes physical trait,NA,NA,NA,esm10,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala griseonota,Pachycephala griseonota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6292,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala leucogastra,White-bellied Whistler,White-bellied,Whistler,Both sexes physical trait,NA,NA,NA,esm10,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala leucogastra,Pachycephala leucogastra,Both sexes physical trait,NA,NA,JRA0928,Both sexes physical trait,NA,NA,SND1212,Both sexes physical trait,NA,NA,JH0921,NA,Both sexes physical trait,NA
6293,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala monacha,Black-headed Whistler,Black-headed,Whistler,Male physical trait,NA,NA,Female is more blackish-grey,esm10,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala monacha,Pachycephala monacha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
6294,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala rufiventris,Rufous Whistler,Rufous,Whistler,Male physical trait,NA,NA,NA,esm10,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala rufiventris,Pachycephala rufiventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
6295,Passeriformes,Pachycephalidae (Whistlers and Allies),Pachycephala lanioides,White-breasted Whistler,White-breasted,Whistler,Male physical trait,NA,NA,Female breast is streaked with brown,esm10,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Pachycephala lanioides,Pachycephala lanioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
6296,Passeriformes,Oriolidae (Old World Orioles),Pitohui dichrous,Hooded Pitohui,Hooded,Pitohui,Both sexes physical trait,NA,NA,NA,esm10,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Pitohui dichrous,Pitohui dichrous,Both sexes physical trait,BOTW,sexes alike,JRA0928,Both sexes physical trait,NA,NA,SND1212,Both sexes physical trait,NA,NA,JH0921,NA,Both sexes physical trait,NA
6297,Passeriformes,Oriolidae (Old World Orioles),Pitohui cerviniventris,Raja Ampat Pitohui,Raja,Ampat Pitohui,Geographic Location,NA,NA,NA,esm10,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Pitohui cerviniventris,Pitohui cerviniventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6298,Passeriformes,Oriolidae (Old World Orioles),Pitohui kirhocephalus,Northern Variable Pitohui,Northern,Variable Pitohui,Geographic Location,NA,NA,NA,esm10,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Pitohui kirhocephalus,Pitohui kirhocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6299,Passeriformes,Oriolidae (Old World Orioles),Pitohui uropygialis,Southern Variable Pitohui,Southern,Variable Pitohui,Geographic Location,NA,NA,NA,esm10,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Pitohui uropygialis,Pitohui uropygialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6300,Passeriformes,Oriolidae (Old World Orioles),Oriolus melanotis,Timor Oriole,Timor,Oriole,Geographic Location,NA,NA,NA,esm10,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus melanotis,Oriolus melanotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6301,Passeriformes,Oriolidae (Old World Orioles),Oriolus bouroensis,Buru Oriole,Buru,Oriole,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus bouroensis,Oriolus bouroensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6302,Passeriformes,Oriolidae (Old World Orioles),Oriolus decipiens,Tanimbar Oriole,Tanimbar,Oriole,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus decipiens,Oriolus decipiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6303,Passeriformes,Oriolidae (Old World Orioles),Oriolus forsteni,Seram Oriole,Seram,Oriole,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus forsteni,Oriolus forsteni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6304,Passeriformes,Oriolidae (Old World Orioles),Oriolus phaeochromus,Halmahera Oriole,Halmahera,Oriole,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus phaeochromus,Oriolus phaeochromus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6305,Passeriformes,Oriolidae (Old World Orioles),Oriolus szalayi,Brown Oriole,Brown,Oriole,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus szalayi,Oriolus szalayi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6306,Passeriformes,Oriolidae (Old World Orioles),Oriolus sagittatus,Olive-backed Oriole,Olive-backed,Oriole,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus sagittatus,Oriolus sagittatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6307,Passeriformes,Oriolidae (Old World Orioles),Oriolus flavocinctus,Green Oriole,Green,Oriole,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus flavocinctus,Oriolus flavocinctus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6308,Passeriformes,Oriolidae (Old World Orioles),Oriolus xanthonotus,Dark-throated Oriole,Dark-throated,Oriole,Male physical trait,NA,NA,NA,jfm92,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus xanthonotus,Oriolus xanthonotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
6309,Passeriformes,Oriolidae (Old World Orioles),Oriolus albiloris,White-lored Oriole,White-lored,Oriole,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus albiloris,Oriolus albiloris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6310,Passeriformes,Oriolidae (Old World Orioles),Oriolus steerii,Philippine Oriole,Philippine,Oriole,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus steerii,Oriolus steerii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6311,Passeriformes,Oriolidae (Old World Orioles),Oriolus isabellae,Isabela Oriole,Isabela,Oriole,Geographic Location,NA,NA,"Isabella Province / Isabela, northern Luzon, Philippines",TAC0820,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus isabellae,Oriolus isabellae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6312,Passeriformes,Oriolidae (Old World Orioles),Oriolus oriolus,Eurasian Golden Oriole,Eurasian,Golden Oriole,Geographic Location,NA,NA,NA,TAC0820,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus oriolus,Oriolus oriolus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6313,Passeriformes,Oriolidae (Old World Orioles),Oriolus kundoo,Indian Golden Oriole,Indian,Golden Oriole,Geographic Location,NA,NA,NA,TAC0820,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus kundoo,Oriolus kundoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6314,Passeriformes,Oriolidae (Old World Orioles),Oriolus auratus,African Golden Oriole,African,Golden Oriole,Geographic Location,NA,NA,NA,TAC0820,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus auratus,Oriolus auratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6315,Passeriformes,Oriolidae (Old World Orioles),Oriolus chinensis,Black-naped Oriole,Black-naped,Oriole,Both sexes physical trait,NA,NA,NA,TAC0820,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus chinensis,Oriolus chinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6316,Passeriformes,Oriolidae (Old World Orioles),Oriolus tenuirostris,Slender-billed Oriole,Slender-billed,Oriole,Both sexes physical trait,NA,NA,NA,TAC0820,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus tenuirostris,Oriolus tenuirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6317,Passeriformes,Oriolidae (Old World Orioles),Oriolus chlorocephalus,Green-headed Oriole,Green-headed,Oriole,Both sexes physical trait,NA,NA,NA,TAC0820,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus chlorocephalus,Oriolus chlorocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6318,Passeriformes,Oriolidae (Old World Orioles),Oriolus crassirostris,Sao Tome Oriole,Sao,Tome Oriole,Geographic Location,NA,NA,NA,TAC0820,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus crassirostris,Oriolus crassirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6319,Passeriformes,Oriolidae (Old World Orioles),Oriolus brachyrynchus,Western Black-headed Oriole,Western,Black-headed Oriole,Geographic Location,NA,NA,NA,TAC0820,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus brachyrynchus,Oriolus brachyrynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6320,Passeriformes,Oriolidae (Old World Orioles),Oriolus monacha,Ethiopian Black-headed Oriole,Ethiopian,Black-headed Oriole,Geographic Location,NA,NA,NA,TAC0820,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus monacha,Oriolus monacha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6321,Passeriformes,Oriolidae (Old World Orioles),Oriolus larvatus,African Black-headed Oriole,African,Black-headed Oriole,Geographic Location,Both sexes physical trait,NA,NA,JH0921,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Oriolus larvatus,Oriolus larvatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6322,Passeriformes,Oriolidae (Old World Orioles),Oriolus percivali,Black-tailed Oriole,Black-tailed,Oriole,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus percivali,Oriolus percivali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6323,Passeriformes,Oriolidae (Old World Orioles),Oriolus nigripennis,Black-winged Oriole,Black-winged,Oriole,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus nigripennis,Oriolus nigripennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6324,Passeriformes,Oriolidae (Old World Orioles),Oriolus xanthornus,Black-hooded Oriole,Black-hooded,Oriole,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,"Female duller hood but still extremely dark, I would say, black.",SAR1126,NA,1,1,Oriolus xanthornus,Oriolus xanthornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6325,Passeriformes,Oriolidae (Old World Orioles),Oriolus hosii,Black Oriole,Black,Oriole,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus hosii,Oriolus hosii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6326,Passeriformes,Oriolidae (Old World Orioles),Oriolus cruentus,Black-and-crimson Oriole,Black-and-crimson,Oriole,Male physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Oriolus cruentus,Oriolus cruentus,Male physical trait,BOTW,female has breast/belly patch orange rather than crimson,JRA0928,Male physical trait,NA,NA,SND1212,Male physical trait,NA,NA,JH0921,NA,Male physical trait,NA
6327,Passeriformes,Oriolidae (Old World Orioles),Oriolus traillii,Maroon Oriole,Maroon,Oriole,Male physical trait,NA,NA,NA,JH0921,NA,NA,Male physical trait,NA,NA,Female has maroon tail only.,SAR1126,NA,1,1,Oriolus traillii,Oriolus traillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
6328,Passeriformes,Oriolidae (Old World Orioles),Oriolus mellianus,Silver Oriole,Silver,Oriole,Male physical trait,NA,NA,Female's dark grey mantle simply doesn't compare to male's silvery back.,JH0921,NA,NA,Both sexes physical trait,NA,NA,"Female darker gray than male, but both could be said to be silver.",SAR1126,NA,1,1,Oriolus mellianus,Oriolus mellianus,Both sexes physical trait,NA,NA,JRA0928,Both sexes physical trait,NA,NA,SND1212,Male physical trait,NA,NA,JH0921,Both sexes physical trait,Both sexes physical trait,NA
6329,Passeriformes,Oriolidae (Old World Orioles),Sphecotheres hypoleucus,Wetar Figbird,Wetar,Figbird,Geographic Location,NA,NA,"Wetar I, in Lesser Sundas.",JH0921,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Sphecotheres hypoleucus,Sphecotheres hypoleucus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6330,Passeriformes,Oriolidae (Old World Orioles),Sphecotheres viridis,Green Figbird,Green,Figbird,Male physical trait,NA,NA,NA,JH0921,NA,NA,Male physical trait,NA,NA,"Female has greenish back, but overall not green.",SAR1126,NA,1,1,Sphecotheres viridis,Sphecotheres viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
6331,Passeriformes,Oriolidae (Old World Orioles),Sphecotheres vieilloti,Australasian Figbird,Australasian,Figbird,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Sphecotheres vieilloti,Sphecotheres vieilloti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6332,Passeriformes,Oriolidae (Old World Orioles),Turnagra tanagra,North Island Piopio,North,Island Piopio,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,Extinct.,SAR1126,NA,1,1,Turnagra tanagra,Turnagra tanagra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6333,Passeriformes,Oriolidae (Old World Orioles),Turnagra capensis,South Island Piopio,South,Island Piopio,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,Extinct.,SAR1126,NA,1,1,Turnagra capensis,Turnagra capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6334,Passeriformes,Machaerirhynchidae (Boatbills),Machaerirhynchus nigripectus,Black-breasted Boatbill,Black-breasted,Boatbill,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Machaerirhynchus nigripectus,Machaerirhynchus nigripectus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6335,Passeriformes,Machaerirhynchidae (Boatbills),Machaerirhynchus flaviventer,Yellow-breasted Boatbill,Yellow-breasted,Boatbill,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Machaerirhynchus flaviventer,Machaerirhynchus flaviventer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6336,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Artamus fuscus,Ashy Woodswallow,Ashy,Woodswallow,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Artamus fuscus,Artamus fuscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6337,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Artamus mentalis,Fiji Woodswallow,Fiji,Woodswallow,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Artamus mentalis,Artamus mentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6338,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Artamus monachus,Ivory-backed Woodswallow,Ivory-backed,Woodswallow,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Artamus monachus,Artamus monachus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6339,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Artamus maximus,Great Woodswallow,Great,Woodswallow,Size,NA,NA,NA,jfm92,NA,NA,Size,NA,NA,NA,SAR1126,NA,1,1,Artamus maximus,Artamus maximus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
6340,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Artamus leucorynchus,White-breasted Woodswallow,White-breasted,Woodswallow,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Artamus leucorynchus,Artamus leucorynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6341,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Artamus insignis,Bismarck Woodswallow,Bismarck,Woodswallow,Geographic Location,NA,NA,NA,jfm92,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Artamus insignis,Artamus insignis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
6342,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Artamus personatus,Masked Woodswallow,Masked,Woodswallow,Male physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Artamus personatus,Artamus personatus,Both sexes physical trait,BOTW,mask less pronounced on female,JRA0928,Both sexes physical trait,NA,"both sexes have a mask, male's is just larger",SND1212,Both sexes physical trait,NA,NA,JH0921,NA,Both sexes physical trait,NA
6343,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Artamus superciliosus,White-browed Woodswallow,White-browed,Woodswallow,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Artamus superciliosus,Artamus superciliosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
6344,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Artamus cinereus,Black-faced Woodswallow,Black-faced,Woodswallow,Both sexes physical trait,NA,NA,NA,jfm92,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Artamus cinereus,Artamus cinereus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
