"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","Descriptor_Name","Group_Name","CATEGORY_1_A","CATEGORY_2_A","REFERENCE_A","COMMENT_A","CATEGORY_1_B","CATEGORY_2_B","REFERENCE_B","COMMENT_B","CATEGORY_1_C","REFERENCE_C","COMMENT_C","CATEGORY_1_D","REFERENCE_D","COMMENT_D","CATEGORY_1_E","REFERENCE_E","COMMENT_E","ESM_AJS_FINAL_DECISION","COMMENT_FINAL_DECISION","DECISION_FINAL","GENERAL_CAT"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope montagnii","Andean Guan","Andean","Guan","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope marail","Marail Guan","Marail","Guan","Local language",NA,NA,"""Marai"" in Carib languages = ""guan"", subsequent transliteration to ""Marail""","Local language",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local language","human"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope superciliaris","Rusty-margined Guan","Rusty-margined","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope dabbenei","Red-faced Guan","Red-faced","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope jacquacu","Spix's Guan","Spix's","Guan","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope purpurascens","Crested Guan","Crested","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope perspicax","Cauca Guan","Cauca","Guan","Time limit",NA,NA,NA,"Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,"Geographic Location",NA,NA,"Geographic Location",NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope albipennis","White-winged Guan","White-winged","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope obscura","Dusky-legged Guan","Dusky-legged","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope bridgesi","Yungas Guan","Yungas","Guan","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,"Coding this as if Yungas is geography, but you could also call it habitatt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope pileata","White-crested Guan","White-crested","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope ochrogaster","Chestnut-bellied Guan","Chestnut-bellied","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelope jacucaca","White-browed Guan","White-browed","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Pipile pipile","Trinidad Piping-Guan","Trinidad","Piping-Guan","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Pipile cumanensis","Blue-throated Piping-Guan","Blue-throated","Piping-Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Pipile grayi","White-throated Piping-Guan","White-throated","Piping-Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Pipile cujubi","Red-throated Piping-Guan","Red-throated","Piping-Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Pipile jacutinga","Black-fronted Piping-Guan","Black-fronted","Piping-Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Aburria aburri","Wattled Guan","Wattled","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Chamaepetes unicolor","Black Guan","Black","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Chamaepetes goudotii","Sickle-winged Guan","Sickle-winged","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Penelopina nigra","Highland Guan","Highland","Guan","Life History",NA,NA,NA,"Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Oreophasis derbianus","Horned Guan","Horned","Guan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Nothocrax urumutum","Nocturnal Curassow","Nocturnal","Curassow","Behavior",NA,NA,NA,"Life History",NA,NA,"Named after night calling behavior; actually crepuscular in foraging habits.","Natural History","https://birdsoftheworld.org/bow/species/noccur1/cur/introduction""Despite its name the species does not appear to be strictly nocturnal. Nevertheless, it does seem that the males have a striking propensity to sing at night, especially when the moon is new or very young""","""Despite its name the species does not appear to be strictly nocturnal. Nevertheless, it does seem that the males have a striking propensity to sing at night, especially when the moon is new or very young""","Behavior","BotW","""despite its name the species does not appear to be strictly nocturnal. Nevertheless, it does seem that the males have a striking propensity to sing at night, especially when the moon is new or very young""","Behavior","BoW","Despite its name the species does not appear to be strictly nocturnal. Nevertheless, it does seem that the males have a striking propensity to sing at night, especially when the moon is new or very young, usually from a branch in the subcanopy.","Behavior",NA,"Behavior","natural history"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Mitu tomentosum","Crestless Curassow","Crestless","Curassow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Mitu salvini","Salvin's Curassow","Salvin's","Curassow","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Mitu tuberosum","Razor-billed Curassow","Razor-billed","Curassow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Mitu mitu","Alagoas Curassow","Alagoas","Curassow","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Pauxi pauxi","Helmeted Curassow","Helmeted","Curassow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Pauxi koepckeae","Sira Curassow","Sira","Curassow","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Pauxi unicornis","Horned Curassow","Horned","Curassow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Crax rubra","Great Curassow","Great","Curassow","Size",NA,NA,NA,"Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Crax alberti","Blue-billed Curassow","Blue-billed","Curassow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Crax daubentoni","Yellow-knobbed Curassow","Yellow-knobbed","Curassow","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Crax alector","Black Curassow","Black","Curassow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Crax globulosa","Wattled Curassow","Wattled","Curassow","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Crax fasciolata","Bare-faced Curassow","Bare-faced","Curassow","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)","Crax blumenbachii","Red-billed Curassow","Red-billed","Curassow","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Numididae (Guineafowl)","Numida meleagris","Helmeted Guineafowl","Helmeted","Guineafowl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Numididae (Guineafowl)","Agelastes meleagrides","White-breasted Guineafowl","White-breasted","Guineafowl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Numididae (Guineafowl)","Agelastes niger","Black Guineafowl","Black","Guineafowl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Numididae (Guineafowl)","Acryllium vulturinum","Vulturine Guineafowl","Vulturine","Guineafowl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Numididae (Guineafowl)","Guttera plumifera","Plumed Guineafowl","Plumed","Guineafowl","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Numididae (Guineafowl)","Guttera pucherani","Eastern Crested Guineafowl","Eastern","Crested Guineafowl","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,"(both sexes crested)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Numididae (Guineafowl)","Guttera verreauxi","Western Crested Guineafowl","Western","Crested Guineafowl","Geographic Location",NA,NA,NA,"Geographic Location","Both sexes physical trait",NA,"Genus also includes the plumed guineafowl, so coding both words is appropriate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Numididae (Guineafowl)","Guttera edouardi","Southern Crested Guineafowl","Southern","Crested Guineafowl","Geographic Location",NA,NA,NA,"Geographic Location","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Odontophoridae (New World Quail)","Ptilopachus petrosus","Stone Partridge","Stone","Partridge","Life History",NA,NA,"Lives in ""boulder-strewn rocky hillsides,"" but not 100% sure about this fact's relation to the name","Life History",NA,"https://en.wikipedia.org/wiki/Stone_partridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Galliformes","Odontophoridae (New World Quail)","Ptilopachus nahani","Nahan's Partridge","Nahan's","Partridge","Person",NA,NA,"Capt. Paul Fran‚Äö√Ñö‚àö‚Ä†‚àö‚àÇ‚Äö√†ö‚àö¬∫ois Joseph Nahan","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Odontophoridae (New World Quail)","Rhynchortyx cinctus","Tawny-faced Quail","Tawny-faced","Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Oreortyx pictus","Mountain Quail","Mountain","Quail","Life History",NA,NA,NA,"Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Galliformes","Odontophoridae (New World Quail)","Dendrortyx leucophrys","Buffy-crowned Wood-Partridge","Buffy-crowned","Wood-Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Dendrortyx macroura","Long-tailed Wood-Partridge","Long-tailed","Wood-Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Dendrortyx barbatus","Bearded Wood-Partridge","Bearded","Wood-Partridge","Both sexes physical trait",NA,NA,"Not 100% sure about this one","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Philortyx fasciatus","Banded Quail","Banded","Quail","Both sexes physical trait",NA,NA,"Not 100% sure about this one","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Colinus virginianus","Northern Bobwhite","Northern","Bobwhite","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Odontophoridae (New World Quail)","Colinus nigrogularis","Black-throated Bobwhite","Black-throated","Bobwhite","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Colinus cristatus","Crested Bobwhite","Crested","Bobwhite","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Callipepla squamata","Scaled Quail","Scaled","Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Callipepla douglasii","Elegant Quail","Elegant","Quail","General Descriptor",NA,NA,NA,"General Descriptor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Galliformes","Odontophoridae (New World Quail)","Callipepla californica","California Quail","California","Quail","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Odontophoridae (New World Quail)","Callipepla gambelii","Gambel's Quail","Gambel's","Quail","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Odontophoridae (New World Quail)","Cyrtonyx montezumae","Montezuma Quail","Montezuma","Quail","Person",NA,"https://en.wikipedia.org/wiki/Montezuma_quail",NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Odontophoridae (New World Quail)","Cyrtonyx ocellatus","Ocellated Quail","Ocellated","Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"femal fewer spots",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Dactylortyx thoracicus","Singing Quail","Singing","Quail","Behavior",NA,NA,NA,"Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus gujanensis","Marbled Wood-Quail","Marbled","Wood-Quail","Life History","Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus capueira","Spot-winged Wood-Quail","Spot-winged","Wood-Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus melanotis","Black-eared Wood-Quail","Black-eared","Wood-Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus atrifrons","Black-fronted Wood-Quail","Black-fronted","Wood-Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus erythrops","Rufous-fronted Wood-Quail","Rufous-fronted","Wood-Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus hyperythrus","Chestnut Wood-Quail","Chestnut","Wood-Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus melanonotus","Dark-backed Wood-Quail","Dark-backed","Wood-Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus speciosus","Rufous-breasted Wood-Quail","Rufous-breasted","Wood-Quail","Male physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,"The extension of the rufous at the breast vary between sexes, but both present this feature","Male physical trait","BotW","male has fully rufous breast, female only has a small collar","Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus dialeucos","Tacarcuna Wood-Quail","Tacarcuna","Wood-Quail","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus strophium","Gorgeted Wood-Quail","Gorgeted","Wood-Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus columbianus","Venezuelan Wood-Quail","Venezuelan","Wood-Quail","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus leucolaemus","Black-breasted Wood-Quail","Black-breasted","Wood-Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus balliviani","Stripe-faced Wood-Quail","Stripe-faced","Wood-Quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus stellatus","Starred Wood-Quail","Starred","Wood-Quail","Male physical trait",NA,NA,"Look very similar to spotted wood- quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait","https://en.wikipedia.org/wiki/Starred_wood_quail","""the sexes are very similar in appearance... The underparts are reddish-brown with white speckling on the sides of the breast and dark barring near the vent.""https://en.wikipedia.org/wiki/Starred_wood_quail","Both sexes physical trait","BotW","starred refers to the pattern of spots","Both sexes physical trait",NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Odontophoridae (New World Quail)","Odontophorus guttatus","Spotted Wood-Quail","Spotted","Wood-Quail","Male physical trait",NA,NA,"Look very similar to starred wood- quail","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Xenoperdix udzungwensis","Udzungwa Partridge","Udzungwa","Partridge","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Caloperdix oculeus","Ferruginous Partridge","Ferruginous","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Rollulus rouloul","Crested Partridge","Crested","Partridge","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Melanoperdix niger","Black Partridge","Black","Partridge","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila torqueola","Hill Partridge","Hill","Partridge","Random",NA,NA,NA,"Geographic Location",NA,NA,NA,"Natural History",NA,"""occurs in particularly heavy hill forest with streams and dense undergrowth""","Natural History","BotW","refers to elevational range and habitat","Natural History",NA,NA,NA,NA,"Natural History","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila rufipectus","Sichuan Partridge","Sichuan","Partridge","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila mandellii","Chestnut-breasted Partridge","Chestnut-breasted","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila gingica","White-necklaced Partridge","White-necklaced","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila rufogularis","Rufous-throated Partridge","Rufous-throated","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila rubrirostris","Red-billed Partridge","Red-billed","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
