"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","Descriptor_Name","Group_Name","CATEGORY_1_A","CATEGORY_2_A","REFERENCE_A","COMMENT_A","CATEGORY_1_B","CATEGORY_2_B","REFERENCE_B","COMMENT_B","CATEGORY_1_C","REFERENCE_C","COMMENT_C","CATEGORY_1_D","REFERENCE_D","COMMENT_D","CATEGORY_1_E","REFERENCE_E","COMMENT_E","ESM_AJS_FINAL_DECISION","COMMENT_FINAL_DECISION","DECISION_FINAL","GENERAL_CAT"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Dysithamnus occidentalis","Bicolored Antvireo","Bicolored","Antvireo","Female physical trait",NA,"BotW","The female is more clearly bicolored than the male, which is described as being 'uniform dark grayish-black'","Female physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Dysithamnus plumbeus","Plumbeous Antvireo","Plumbeous","Antvireo","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Dysithamnus leucostictus","White-streaked Antvireo","White-streaked","Antvireo","Female physical trait",NA,"BotW","""The name ""White-streaked"" stems from the plumage of the female: the upperparts are bright reddish brown, and the underparts are pale gray with broad white streaks""","Female physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Thamnomanes ardesiacus","Dusky-throated Antshrike","Dusky-throated","Antshrike","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Thamnomanes saturninus","Saturnine Antshrike","Saturnine","Antshrike","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,"Saturn was apparently associated with lead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Thamnomanes caesius","Cinereous Antshrike","Cinereous","Antshrike","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Thamnomanes schistogynus","Bluish-slate Antshrike","Bluish-slate","Antshrike","Both sexes physical trait",NA,NA,"Both are same color overall, but female has a cinnamon-rufous belly","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Xenornis setifrons","Spiny-faced Antshrike","Spiny-faced","Antshrike","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Isleria hauxwelli","Plain-throated Antwren","Plain-throated","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Isleria guttata","Rufous-bellied Antwren","Rufous-bellied","Antwren","Male physical trait",NA,NA,"Male clearly has a rufous belly with gray body, but female also has a rufous belly but there is less contrast with the rest of her body becuase she is brown, so I would not assign this name if I was just looking at the female","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Pygiptila stellaris","Spot-winged Antshrike","Spot-winged","Antshrike","Male physical trait",NA,NA,"Female does not have spots on wings","Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Epinecrophylla fulviventris","Checker-throated Stipplethroat","Checker-throated","Stipplethroat","Male physical trait",NA,NA,"Female has a mottled, buffy throat","Female physical trait",NA,NA,NA,"Male physical trait","BOTW","female throat is streaky rather than checkered","Male physical trait",NA,"seems to be named for male pattern, but this is quite varriable across both sexes","Male physical trait",NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Epinecrophylla gutturalis","Brown-bellied Stipplethroat","Brown-bellied","Stipplethroat","Male physical trait",NA,NA,"Male clearly has a brown belly as it highly contrasts with gray chest, but female has a more buffy looking belly with a brown body, I wouldn't assign this name to the female alone.","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait","BOTW",NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Epinecrophylla leucophthalma","White-eyed Stipplethroat","White-eyed","Stipplethroat","Both sexes physical trait",NA,NA,"Both sexes has reasonably prominent white irides","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Epinecrophylla haematonota","Rufous-backed Stipplethroat","Rufous-backed","Stipplethroat","Male physical trait",NA,NA,"Similar issue to above, the male's rufous back is very apparent from contrast but the female's rufous back doesn't really stick out since she is brown overall, but it is still a more rufous color but not very notablle if you didn't see the male in my opinion","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait","BOTW",NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Epinecrophylla amazonica","Rio Madeira Stipplethroat","Rio","Madeira Stipplethroat","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Epinecrophylla spodionota","Foothill Stipplethroat","Foothill","Stipplethroat","Life History",NA,NA,"lives in foothills of the Andes","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Epinecrophylla ornata","Ornate Stipplethroat","Ornate","Stipplethroat","General Descriptor",NA,NA,NA,"General Descriptor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Epinecrophylla erythrura","Rufous-tailed Stipplethroat","Rufous-tailed","Stipplethroat","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula brachyura","Pygmy Antwren","Pygmy","Antwren","Size",NA,NA,NA,"Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula ignota","Moustached Antwren","Moustached","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula ambigua","Yellow-throated Antwren","Yellow-throated","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula sclateri","Sclater's Antwren","Sclater's","Antwren","Person",NA,NA,"named for Philip Lutley Sclater","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula surinamensis","Guianan Streaked-Antwren","Guianan","Streaked-Antwren","Geographic Location",NA,NA,"for the Guyanas","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula multostriata","Amazonian Streaked-Antwren","Amazonian","Streaked-Antwren","Geographic Location",NA,NA,"Amazon rainforest","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula pacifica","Pacific Antwren","Pacific","Antwren","Geographic Location",NA,NA,"Pacific ocean","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula cherriei","Cherrie's Antwren","Cherrie's","Antwren","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula klagesi","Klages's Antwren","Klages's","Antwren","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula longicauda","Stripe-chested Antwren","Stripe-chested","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula axillaris","White-flanked Antwren","White-flanked","Antwren","Both sexes physical trait",NA,NA,"White-flank is more prominent in males","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula schisticolor","Slaty Antwren","Slaty","Antwren","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula sunensis","Rio Suno Antwren","Rio","Suno Antwren","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula minor","Salvadori's Antwren","Salvadori's","Antwren","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula longipennis","Long-winged Antwren","Long-winged","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula urosticta","Band-tailed Antwren","Band-tailed","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula iheringi","Ihering's Antwren","Ihering's","Antwren","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula fluminensis","Rio de Janeiro Antwren","Rio","de Janeiro Antwren","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula grisea","Ashy Antwren","Ashy","Antwren","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula unicolor","Unicolored Antwren","Unicolored","Antwren","Both sexes physical trait",NA,NA,"for being one color, males and females are each one color but females are brown and males are grey","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula snowi","Alagoas Antwren","Alagoas","Antwren","Geographic Location",NA,NA,"discovered in state Alagoas","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula behni","Plain-winged Antwren","Plain-winged","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula menetriesii","Gray Antwren","Gray","Antwren","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmotherula assimilis","Leaden Antwren","Leaden","Antwren","Male physical trait",NA,NA,"leaden = grey","Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Dichrozona cincta","Banded Antbird","Banded","Antbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Myrmorchilus strigilatus","Stripe-backed Antbird","Stripe-backed","Antbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus pileatus","Bahia Antwren","Bahia","Antwren","Geographic Location",NA,NA,"Bahia state, Brazil","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus atricapillus","Black-capped Antwren","Black-capped","Antwren","Both sexes physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,"Both sexes physical trait",NA,"Could conceivably say female has a black cap","Male physical trait",NA,"male's cap is completely black, while female is streaked with quite and has brown front","Male physical trait",NA,NA,"Both sexes physical trait",NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus praedictus","Predicted Antwren","Predicted","Antwren","Random",NA,"BoW","""The scientific and common names refer to the fact that the existence of this species was predicted before it was actually found and recognized""","Random",NA,NA,"The scientific and common names refer to the fact that the existence of this species was predicted before it was actually found and recognized",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus stotzi","Aripuana Antwren","Aripuana","Antwren","Geographic Location",NA,NA,"for Aripuan‚Äö√Ñö‚àö‚Ä†‚àö‚àÇ¬¨¬®¬¨¬£ state and River","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus motacilloides","Creamy-bellied Antwren","Creamy-bellied","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus parkeri","Ash-throated Antwren","Ash-throated","Antwren","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus sticturus","Spot-tailed Antwren","Spot-tailed","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus dugandi","Dugand's Antwren","Dugand's","Antwren","Person",NA,NA,"for Armando Dugand","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus stictocephalus","Todd's Antwren","Todd's","Antwren","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus gentryi","Ancient Antwren","Ancient","Antwren","Time limit",NA,NA,"can't find source for ""Ancient""; could be for the white spots on back of the head that make it looked ""aged"", as in other cases","Random",NA,"Whitney and Alonso: A NEW HERPSILOCHMUS ANTWREN (AVES: THAMNOPHILIDAE) FROM NORTHERN AMAZONIAN PERU AND ADJACENT ECUADOR: THE ROLE OF EDAPHIC HETEROGENEITY OF TERRA FIRME FOREST","""The English name Ancient Antwren derives from our postulation of the new species' divergence from ancestral stock perhaps several million years before present""","Miscellaneous",NA,NA,"Miscellaneous",NA,"put Miscellaneous, but in other species ""ancient"" refers to black and white coloring so that may be the case here, too, but cannot find support for this.","Miscellaneous",NA,NA,NA,NA,"Miscellaneous","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus dorsimaculatus","Spot-backed Antwren","Spot-backed","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus roraimae","Roraiman Antwren","Roraiman","Antwren","Geographic Location",NA,NA,"Mt. Roraima or Cerro Roraima on the British Guyana-Venezuela border","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus pectoralis","Pectoral Antwren","Pectoral","Antwren","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,"males are readily distinguished from any other species of Herpsilochmus within the species‚Äö√Ñö‚àö√ë‚àö‚àÇ‚Äö√†ö‚àö√´‚Äö√†ö¬¨‚Ä¢ northeast Brazilian range by virtue of the obvious black pectoral marking, while females are almost equally distinctive, having olive upperparts with a rufous crown, and uniform dull buff underparts, brightest on the breast.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus longirostris","Large-billed Antwren","Large-billed","Antwren","Both sexes physical trait",NA,NA,"Putting physical trait but the bill doesn't look larger than the other antwrens in my opinion so not a very helpful name","Both sexes physical trait",NA,NA,"This one probably should be named for the female plumage "" Large-billed Antwren is most easily identified in female plumage, which is characterized by a bright orange head""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus axillaris","Yellow-breasted Antwren","Yellow-breasted","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus frater","Rusty-winged Antwren","Rusty-winged","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Herpsilochmus rufimarginatus","Rufous-margined Antwren","Rufous-margined","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Microrhopias quixensis","Dot-winged Antwren","Dot-winged","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Formicivora iheringi","Narrow-billed Antwren","Narrow-billed","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Formicivora erythronotos","Black-hooded Antwren","Black-hooded","Antwren","Male physical trait",NA,NA,"Female does not have a black head","Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Formicivora serrana","Serra Antwren","Serra","Antwren","Life History",NA,NA,"Portuguese serra mountain range","Geographic Location",NA,NA,NA,"Natural History",NA,"Serra means mountain range","Geographic Location","BotW","named specifically for Serra de Santa Helena, Sete Lag‚Äö√†ö¬¨‚Ä¢as, Minas Gerais, Brazil","Natural History","BoW","Portuguese serra mountain range. Nominate form found especially in stunted serra woodland growing on nutrient-poor, rocky soils, such habitat having canopy height 4‚Äö√Ñö‚àö√ë‚àö¬®10 m.","Natural History",NA,"Natural History","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Formicivora melanogaster","Black-bellied Antwren","Black-bellied","Antwren","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Formicivora rufa","Rusty-backed Antwren","Rusty-backed","Antwren","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Formicivora grantsaui","Sincora Antwren","Sincora","Antwren","Geographic Location",NA,NA,"restricted to elevations between 800 and 1100 m of the Serra do Sincor‚Äö√Ñö‚àö‚Ä†‚àö‚àÇ¬¨¬®‚Äö√†√ª in the Chapada Diamantina,","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Formicivora acutirostris","Marsh Antwren","Marsh","Antwren","Life History",NA,NA,NA,"Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila ferruginea","Ferruginous Antbird","Ferruginous","Antbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila rubricollis","Bertoni's Antbird","Bertoni's","Antbird","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila genei","Rufous-tailed Antbird","Rufous-tailed","Antbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila ochropyga","Ochre-rumped Antbird","Ochre-rumped","Antbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila malura","Dusky-tailed Antbird","Dusky-tailed","Antbird","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila squamata","Scaled Antbird","Scaled","Antbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila devillei","Striated Antbird","Striated","Antbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila caudata","East Andean Antbird","East","Andean Antbird","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila klagesi","Klages's Antbird","Klages's","Antbird","Person",NA,NA,NA,"Person",NA,"https://en.wikipedia.org/wiki/Klages%27s_antwren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila hellmayri","Santa Marta Antbird","Santa","Marta Antbird","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Drymophila striaticeps","Streak-headed Antbird","Streak-headed","Antbird","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Hypocnemis cantator","Guianan Warbling-Antbird","Guianan","Warbling-Antbird","Geographic Location","Behavior",NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Hypocnemis flavescens","Imeri Warbling-Antbird","Imeri","Warbling-Antbird","Geographic Location","Behavior",NA,NA,"Geographic Location",NA,NA,"Imeri is the name of a center of endemism. BofW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Thamnophilidae (Typical Antbirds)","Hypocnemis peruviana","Peruvian Warbling-Antbird","Peruvian","Warbling-Antbird","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
