TAXON_ID,ORDER1,FAMILY,SCI_NAME,PRIMARY_COM_NAME,DECISION
6849,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus tristis,Gray Crow,Both sexes physical trait
6850,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus capensis,Cape Crow,Geographic Location
6851,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus frugilegus,Rook,Behavior
6852,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus brachyrhynchos,American Crow,Geographic Location
6853,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus palmarum,Palm Crow,Natural History
6854,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus nasicus,Cuban Crow,Geographic Location
6855,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus leucognaphalus,White-necked Crow,Both sexes physical trait
6856,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus jamaicensis,Jamaican Crow,Geographic Location
6857,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus imparatus,Tamaulipas Crow,Geographic Location
6858,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus sinaloae,Sinaloa Crow,Geographic Location
6859,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus ossifragus,Fish Crow,Natural History
6860,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus hawaiiensis,Hawaiian Crow,Geographic Location
6861,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus cryptoleucus,Chihuahuan Raven,Geographic Location
6862,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus corone,Carrion Crow,Natural History
6863,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus cornix,Hooded Crow,Both sexes physical trait
6864,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus macrorhynchos,Large-billed Crow,Both sexes physical trait
6865,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus orru,Torresian Crow,Geographic Location
6866,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus insularis,Bismarck Crow,Geographic Location
6867,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus bennetti,Little Crow,Size
6868,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus coronoides,Australian Raven,Geographic Location
6869,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus mellori,Little Raven,Size
6870,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus tasmanicus,Forest Raven,Natural History
6871,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus pectoralis,Collared Crow,Both sexes physical trait
6872,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus albus,Pied Crow,Both sexes physical trait
6873,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus ruficollis,Brown-necked Raven,Both sexes physical trait
6874,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus edithae,Somali Crow,Geographic Location
6875,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus rhipidurus,Fan-tailed Raven,Both sexes physical trait
6876,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus albicollis,White-necked Raven,Both sexes physical trait
6877,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus crassirostris,Thick-billed Raven,Both sexes physical trait
6878,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus corax,Common Raven,Miscellaneous
6879,Passeriformes,Cnemophilidae (Satinbirds),Cnemophilus loriae,Loria's Satinbird,Person
6880,Passeriformes,Cnemophilidae (Satinbirds),Cnemophilus macgregorii,Crested Satinbird,Male physical trait
6881,Passeriformes,Cnemophilidae (Satinbirds),Loboparadisea sericea,Yellow-breasted Satinbird,Male physical trait
6882,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Melanocharis arfakiana,Obscure Berrypecker,Miscellaneous
6883,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Melanocharis nigra,Black Berrypecker,Male physical trait
6884,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Melanocharis longicauda,Mid-mountain Berrypecker,Natural History
6885,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Melanocharis versteri,Fan-tailed Berrypecker,Both sexes physical trait
6886,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Melanocharis citreola,Satin Berrypecker,Male physical trait
6887,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Melanocharis striativentris,Streaked Berrypecker,Both sexes physical trait
6888,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Melanocharis crassirostris,Spotted Berrypecker,Female physical trait
6889,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Toxorhamphus novaeguineae,Yellow-bellied Longbill,Both sexes physical trait
6890,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Toxorhamphus poliopterus,Slaty-chinned Longbill,Both sexes physical trait
6891,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Oedistoma iliolophus,Spectacled Longbill,Both sexes physical trait
6892,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),Oedistoma pygmaeum,Pygmy Longbill,Size
6893,Passeriformes,Callaeidae (Wattlebirds),Callaeas wilsoni,North Island Kokako,Geographic Location
6894,Passeriformes,Callaeidae (Wattlebirds),Callaeas cinereus,South Island Kokako,Geographic Location
6895,Passeriformes,Callaeidae (Wattlebirds),Philesturnus rufusater,North Island Saddleback,Geographic Location
6896,Passeriformes,Callaeidae (Wattlebirds),Philesturnus carunculatus,South Island Saddleback,Geographic Location
6897,Passeriformes,Callaeidae (Wattlebirds),Heteralocha acutirostris,Huia,Local language
6898,Passeriformes,Notiomystidae (Stitchbird),Notiomystis cincta,Stitchbird,Behavior
6899,Passeriformes,Petroicidae (Australasian Robins),Amalocichla sclateriana,Greater Ground-Robin,Size
6900,Passeriformes,Petroicidae (Australasian Robins),Amalocichla incerta,Lesser Ground-Robin,Size
6901,Passeriformes,Petroicidae (Australasian Robins),Monachella muelleriana,Torrent Flycatcher,Natural History
6902,Passeriformes,Petroicidae (Australasian Robins),Microeca fascinans,Jacky-winter,Behavior
6903,Passeriformes,Petroicidae (Australasian Robins),Microeca hemixantha,Golden-bellied Flyrobin,Both sexes physical trait
6904,Passeriformes,Petroicidae (Australasian Robins),Microeca flavigaster,Lemon-bellied Flycatcher,Both sexes physical trait
6905,Passeriformes,Petroicidae (Australasian Robins),Microeca griseoceps,Yellow-legged Flycatcher,Both sexes physical trait
6906,Passeriformes,Petroicidae (Australasian Robins),Microeca flavovirescens,Olive Flyrobin,Both sexes physical trait
6907,Passeriformes,Petroicidae (Australasian Robins),Microeca papuana,Papuan Flycatcher,Geographic Location
6908,Passeriformes,Petroicidae (Australasian Robins),Eugerygone rubra,Garnet Robin,Male physical trait
6909,Passeriformes,Petroicidae (Australasian Robins),Petroica longipes,North Island Robin,Geographic Location
6910,Passeriformes,Petroicidae (Australasian Robins),Petroica australis,South Island Robin,Geographic Location
6911,Passeriformes,Petroicidae (Australasian Robins),Petroica macrocephala,Tomtit,Size
6912,Passeriformes,Petroicidae (Australasian Robins),Petroica traversi,Chatham Robin,Geographic Location
6913,Passeriformes,Petroicidae (Australasian Robins),Petroica boodang,Scarlet Robin,Both sexes physical trait
6914,Passeriformes,Petroicidae (Australasian Robins),Petroica phoenicea,Flame Robin,Male physical trait
6915,Passeriformes,Petroicidae (Australasian Robins),Petroica rosea,Rose Robin,Both sexes physical trait
6916,Passeriformes,Petroicidae (Australasian Robins),Petroica rodinogaster,Pink Robin,Male physical trait
6917,Passeriformes,Petroicidae (Australasian Robins),Petroica bivittata,Subalpine Robin,Natural History
6918,Passeriformes,Petroicidae (Australasian Robins),Petroica archboldi,Snow Mountain Robin,Geographic Location
6919,Passeriformes,Petroicidae (Australasian Robins),Petroica multicolor,Norfolk Robin,Geographic Location
6920,Passeriformes,Petroicidae (Australasian Robins),Petroica goodenovii,Red-capped Robin,Both sexes physical trait
6921,Passeriformes,Petroicidae (Australasian Robins),Petroica pusilla,Pacific Robin,Geographic Location
6922,Passeriformes,Petroicidae (Australasian Robins),Melanodryas cucullata,Hooded Robin,Male physical trait
6923,Passeriformes,Petroicidae (Australasian Robins),Melanodryas vittata,Dusky Robin,Both sexes physical trait
6924,Passeriformes,Petroicidae (Australasian Robins),Tregellasia leucops,White-faced Robin,Both sexes physical trait
6925,Passeriformes,Petroicidae (Australasian Robins),Tregellasia capito,Pale-yellow Robin,Both sexes physical trait
6926,Passeriformes,Petroicidae (Australasian Robins),Eopsaltria australis,Eastern Yellow Robin,Geographic Location
6927,Passeriformes,Petroicidae (Australasian Robins),Eopsaltria griseogularis,Western Yellow Robin,Geographic Location
6928,Passeriformes,Petroicidae (Australasian Robins),Eopsaltria flaviventris,Yellow-bellied Robin,Both sexes physical trait
6929,Passeriformes,Petroicidae (Australasian Robins),Eopsaltria georgiana,White-breasted Robin,Both sexes physical trait
6930,Passeriformes,Petroicidae (Australasian Robins),Eopsaltria pulverulenta,Mangrove Robin,Natural History
6931,Passeriformes,Petroicidae (Australasian Robins),Poecilodryas brachyura,Black-chinned Robin,Both sexes physical trait
6932,Passeriformes,Petroicidae (Australasian Robins),Poecilodryas hypoleuca,Black-sided Robin,Both sexes physical trait
6933,Passeriformes,Petroicidae (Australasian Robins),Poecilodryas superciliosa,White-browed Robin,Both sexes physical trait
6934,Passeriformes,Petroicidae (Australasian Robins),Poecilodryas cerviniventris,Buff-sided Robin,Both sexes physical trait
6935,Passeriformes,Petroicidae (Australasian Robins),Poecilodryas placens,Olive-yellow Robin,Both sexes physical trait
6936,Passeriformes,Petroicidae (Australasian Robins),Poecilodryas albonotata,Black-throated Robin,Both sexes physical trait
6937,Passeriformes,Petroicidae (Australasian Robins),Peneothello sigillata,White-winged Robin,Both sexes physical trait
6938,Passeriformes,Petroicidae (Australasian Robins),Peneothello cryptoleuca,Smoky Robin,Both sexes physical trait
6939,Passeriformes,Petroicidae (Australasian Robins),Peneothello bimaculata,White-rumped Robin,Both sexes physical trait
6940,Passeriformes,Petroicidae (Australasian Robins),Peneothello cyanus,Blue-gray Robin,Both sexes physical trait
6941,Passeriformes,Petroicidae (Australasian Robins),Heteromyias albispecularis,Ashy Robin,Both sexes physical trait
6942,Passeriformes,Petroicidae (Australasian Robins),Heteromyias cinereifrons,Gray-headed Robin,Both sexes physical trait
6943,Passeriformes,Petroicidae (Australasian Robins),Pachycephalopsis hattamensis,Green-backed Robin,Both sexes physical trait
6944,Passeriformes,Petroicidae (Australasian Robins),Pachycephalopsis poliosoma,White-eyed Robin,Both sexes physical trait
6945,Passeriformes,Petroicidae (Australasian Robins),Drymodes beccarii,Papuan Scrub-Robin,Geographic Location
6946,Passeriformes,Petroicidae (Australasian Robins),Drymodes superciliaris,Northern Scrub-Robin,Geographic Location
6947,Passeriformes,Petroicidae (Australasian Robins),Drymodes brunneopygia,Southern Scrub-Robin,Geographic Location
6948,Passeriformes,Picathartidae (Rockfowl),Picathartes gymnocephalus,White-necked Rockfowl,Both sexes physical trait
6949,Passeriformes,Picathartidae (Rockfowl),Picathartes oreas,Gray-necked Rockfowl,Both sexes physical trait
6950,Passeriformes,Chaetopidae (Rockjumpers),Chaetops frenatus,Cape Rockjumper,Geographic Location
6951,Passeriformes,Chaetopidae (Rockjumpers),Chaetops aurantius,Drakensberg Rockjumper,Geographic Location
6952,Passeriformes,Eupetidae (Rail-babbler),Eupetes macrocerus,Malaysian Rail-babbler,Geographic Location
6953,Passeriformes,Hyliotidae (Hyliotas),Hyliota flavigaster,Yellow-bellied Hyliota,Both sexes physical trait
6954,Passeriformes,Hyliotidae (Hyliotas),Hyliota australis,Southern Hyliota,Geographic Location
6955,Passeriformes,Hyliotidae (Hyliotas),Hyliota usambara,Usambara Hyliota,Geographic Location
6956,Passeriformes,Hyliotidae (Hyliotas),Hyliota violacea,Violet-backed Hyliota,Both sexes physical trait
6957,Passeriformes,Stenostiridae (Fairy Flycatchers),Stenostira scita,Fairy Flycatcher,Size
6958,Passeriformes,Stenostiridae (Fairy Flycatchers),Chelidorhynx hypoxanthus,Yellow-bellied Fairy-Fantail,Both sexes physical trait
6959,Passeriformes,Stenostiridae (Fairy Flycatchers),Elminia longicauda,African Blue Flycatcher,Geographic Location
6960,Passeriformes,Stenostiridae (Fairy Flycatchers),Elminia albicauda,White-tailed Blue Flycatcher,Both sexes physical trait
6961,Passeriformes,Stenostiridae (Fairy Flycatchers),Elminia nigromitrata,Dusky Crested-Flycatcher,Both sexes physical trait
6962,Passeriformes,Stenostiridae (Fairy Flycatchers),Elminia albiventris,White-bellied Crested-Flycatcher,Both sexes physical trait
6963,Passeriformes,Stenostiridae (Fairy Flycatchers),Elminia albonotata,White-tailed Crested-Flycatcher,Both sexes physical trait
6964,Passeriformes,Stenostiridae (Fairy Flycatchers),Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Both sexes physical trait
6965,Passeriformes,Stenostiridae (Fairy Flycatchers),Culicicapa helianthea,Citrine Canary-Flycatcher,Both sexes physical trait
6966,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Cephalopyrus flammiceps,Fire-capped Tit,Male physical trait
6967,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Sylviparus modestus,Yellow-browed Tit,Both sexes physical trait
6968,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melanochlora sultanea,Sultan Tit,Miscellaneous
6969,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Periparus ater,Coal Tit,Both sexes physical trait
6970,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Periparus rufonuchalis,Rufous-naped Tit,Both sexes physical trait
6971,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Periparus rubidiventris,Rufous-vented Tit,Both sexes physical trait
6972,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Periparus venustulus,Yellow-bellied Tit,Both sexes physical trait
6973,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Periparus elegans,Elegant Tit,Miscellaneous
6974,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Periparus amabilis,Palawan Tit,Geographic Location
6975,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Lophophanes cristatus,Crested Tit,Both sexes physical trait
6976,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Lophophanes dichrous,Gray-crested Tit,Both sexes physical trait
6977,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Sittiparus castaneoventris,Chestnut-bellied Tit,Both sexes physical trait
6978,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Sittiparus olivaceus,Iriomote Tit,Geographic Location
6979,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Sittiparus varius,Varied Tit,Both sexes physical trait
6980,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Sittiparus owstoni,Owston's Tit,Person
6981,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Sittiparus semilarvatus,White-fronted Tit,Both sexes physical trait
6982,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile superciliosus,White-browed Tit,Both sexes physical trait
6983,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile lugubris,Sombre Tit,Both sexes physical trait
6984,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile davidi,Pere David's Tit,Person
6985,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile palustris,Marsh Tit,Natural History
6986,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile hyrcanus,Caspian Tit,Geographic Location
6987,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile hypermelaenus,Black-bibbed Tit,Both sexes physical trait
6988,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile montanus,Willow Tit,Natural History
6989,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile weigoldicus,Sichuan Tit,Geographic Location
6990,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile carolinensis,Carolina Chickadee,Geographic Location
6991,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile atricapillus,Black-capped Chickadee,Both sexes physical trait
6992,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile gambeli,Mountain Chickadee,Natural History
6993,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile sclateri,Mexican Chickadee,Geographic Location
6994,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile rufescens,Chestnut-backed Chickadee,Both sexes physical trait
6995,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile hudsonicus,Boreal Chickadee,Natural History
6996,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Poecile cinctus,Gray-headed Chickadee,Both sexes physical trait
6997,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Cyanistes caeruleus,Eurasian Blue Tit,Geographic Location
6998,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Cyanistes teneriffae,African Blue Tit,Geographic Location
6999,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Cyanistes cyanus,Azure Tit,Both sexes physical trait
7000,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Baeolophus wollweberi,Bridled Titmouse,Both sexes physical trait
7001,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Baeolophus inornatus,Oak Titmouse,Natural History
7002,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Baeolophus ridgwayi,Juniper Titmouse,Natural History
7003,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Baeolophus bicolor,Tufted Titmouse,Both sexes physical trait
7004,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Baeolophus atricristatus,Black-crested Titmouse,Both sexes physical trait
7005,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Pseudopodoces humilis,Ground Tit,Natural History
7006,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Parus monticolus,Green-backed Tit,Both sexes physical trait
7007,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Parus major,Great Tit,Size
7008,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Parus cinereus,Cinereous Tit,Both sexes physical trait
7009,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Parus minor,Japanese Tit,Geographic Location
7010,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Machlolophus nuchalis,White-naped Tit,Both sexes physical trait
7011,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Machlolophus holsti,Taiwan Yellow Tit,Geographic Location
7012,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Machlolophus xanthogenys,Himalayan Black-lored Tit,Geographic Location
7013,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Machlolophus aplonotus,Indian Yellow Tit,Geographic Location
7014,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Machlolophus spilonotus,Yellow-cheeked Tit,Both sexes physical trait
7015,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus guineensis,White-shouldered Black-Tit,Both sexes physical trait
7016,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus leucomelas,White-winged Black-Tit,Both sexes physical trait
7017,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus rufiventris,Rufous-bellied Tit,Both sexes physical trait
7018,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus albiventris,White-bellied Tit,Both sexes physical trait
7019,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus niger,Southern Black-Tit,Geographic Location
7020,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus carpi,Carp's Tit,Person
7021,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus funereus,Dusky Tit,Both sexes physical trait
7022,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus griseiventris,Miombo Tit,Natural History
7023,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus fasciiventer,Stripe-breasted Tit,Both sexes physical trait
7024,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus thruppi,Somali Tit,Geographic Location
7025,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus fringillinus,Red-throated Tit,Both sexes physical trait
7026,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus leuconotus,White-backed Black-Tit,Both sexes physical trait
7027,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus cinerascens,Ashy Tit,Both sexes physical trait
7028,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",Melaniparus afer,Gray Tit,Both sexes physical trait
7029,Passeriformes,Remizidae (Penduline-Tits),Auriparus flaviceps,Verdin,Miscellaneous
7030,Passeriformes,Remizidae (Penduline-Tits),Remiz pendulinus,Eurasian Penduline-Tit,Geographic Location
7031,Passeriformes,Remizidae (Penduline-Tits),Remiz macronyx,Black-headed Penduline-Tit,Both sexes physical trait
7032,Passeriformes,Remizidae (Penduline-Tits),Remiz coronatus,White-crowned Penduline-Tit,Male physical trait
7033,Passeriformes,Remizidae (Penduline-Tits),Remiz consobrinus,Chinese Penduline-Tit,Geographic Location
7034,Passeriformes,Remizidae (Penduline-Tits),Anthoscopus punctifrons,Sennar Penduline-Tit,Geographic Location
7035,Passeriformes,Remizidae (Penduline-Tits),Anthoscopus musculus,Mouse-colored Penduline-Tit,Both sexes physical trait
7036,Passeriformes,Remizidae (Penduline-Tits),Anthoscopus parvulus,Yellow Penduline-Tit,Both sexes physical trait
7037,Passeriformes,Remizidae (Penduline-Tits),Anthoscopus flavifrons,Forest Penduline-Tit,Natural History
7038,Passeriformes,Remizidae (Penduline-Tits),Anthoscopus caroli,African Penduline-Tit,Geographic Location
7039,Passeriformes,Remizidae (Penduline-Tits),Anthoscopus minutus,Southern Penduline-Tit,Geographic Location
7040,Passeriformes,Alaudidae (Larks),Alaemon alaudipes,Greater Hoopoe-Lark,Size
7041,Passeriformes,Alaudidae (Larks),Alaemon hamertoni,Lesser Hoopoe-Lark,Size
7042,Passeriformes,Alaudidae (Larks),Chersomanes albofasciata,Spike-heeled Lark,Both sexes physical trait
7044,Passeriformes,Alaudidae (Larks),Ammomanopsis grayi,Gray's Lark,Person
7045,Passeriformes,Alaudidae (Larks),Certhilauda chuana,Short-clawed Lark,Both sexes physical trait
7046,Passeriformes,Alaudidae (Larks),Certhilauda subcoronata,Karoo Long-billed Lark,Geographic Location
7048,Passeriformes,Alaudidae (Larks),Certhilauda semitorquata,Eastern Long-billed Lark,Geographic Location
7049,Passeriformes,Alaudidae (Larks),Certhilauda curvirostris,Cape Lark,Geographic Location
7051,Passeriformes,Alaudidae (Larks),Pinarocorys erythropygia,Rufous-rumped Lark,Both sexes physical trait
7052,Passeriformes,Alaudidae (Larks),Pinarocorys nigricans,Dusky Lark,Both sexes physical trait
7053,Passeriformes,Alaudidae (Larks),Ramphocoris clotbey,Thick-billed Lark,Both sexes physical trait
7054,Passeriformes,Alaudidae (Larks),Ammomanes cinctura,Bar-tailed Lark,Both sexes physical trait
7055,Passeriformes,Alaudidae (Larks),Ammomanes phoenicura,Rufous-tailed Lark,Both sexes physical trait
7056,Passeriformes,Alaudidae (Larks),Ammomanes deserti,Desert Lark,Natural History
7057,Passeriformes,Alaudidae (Larks),Eremopterix australis,Black-eared Sparrow-Lark,Male physical trait
7058,Passeriformes,Alaudidae (Larks),Eremopterix hova,Madagascar Lark,Geographic Location
7059,Passeriformes,Alaudidae (Larks),Eremopterix leucotis,Chestnut-backed Sparrow-Lark,Both sexes physical trait
7060,Passeriformes,Alaudidae (Larks),Eremopterix nigriceps,Black-crowned Sparrow-Lark,Male physical trait
7061,Passeriformes,Alaudidae (Larks),Eremopterix griseus,Ashy-crowned Sparrow-Lark,Male physical trait
7062,Passeriformes,Alaudidae (Larks),Eremopterix signatus,Chestnut-headed Sparrow-Lark,Male physical trait
7063,Passeriformes,Alaudidae (Larks),Eremopterix verticalis,Gray-backed Sparrow-Lark,Both sexes physical trait
7064,Passeriformes,Alaudidae (Larks),Eremopterix leucopareia,Fischer's Sparrow-Lark,Person
7065,Passeriformes,Alaudidae (Larks),Calendulauda sabota,Sabota Lark,Local language
7066,Passeriformes,Alaudidae (Larks),Calendulauda poecilosterna,Pink-breasted Lark,Both sexes physical trait
7067,Passeriformes,Alaudidae (Larks),Calendulauda africanoides,Fawn-colored Lark,Both sexes physical trait
7069,Passeriformes,Alaudidae (Larks),Calendulauda albescens,Karoo Lark,Geographic Location
7070,Passeriformes,Alaudidae (Larks),Calendulauda burra,Red Lark,Both sexes physical trait
7072,Passeriformes,Alaudidae (Larks),Calendulauda erythrochlamys,Dune Lark,Natural History
7073,Passeriformes,Alaudidae (Larks),Heteromirafra archeri,Liben Lark,Geographic Location
7074,Passeriformes,Alaudidae (Larks),Heteromirafra ruddi,Rudd's Lark,Person
7075,Passeriformes,Alaudidae (Larks),Mirafra apiata,Cape Clapper Lark,Geographic Location
7076,Passeriformes,Alaudidae (Larks),Mirafra fasciolata,Eastern Clapper Lark,Geographic Location
7077,Passeriformes,Alaudidae (Larks),Mirafra collaris,Collared Lark,Both sexes physical trait
7078,Passeriformes,Alaudidae (Larks),Mirafra hypermetra,Red-winged Lark,Both sexes physical trait
7079,Passeriformes,Alaudidae (Larks),Mirafra africana,Rufous-naped Lark,Both sexes physical trait
7080,Passeriformes,Alaudidae (Larks),Mirafra ashi,Ash's Lark,Person
7081,Passeriformes,Alaudidae (Larks),Mirafra somalica,Somali Long-billed Lark,Geographic Location
7082,Passeriformes,Alaudidae (Larks),Mirafra angolensis,Angola Lark,Geographic Location
7083,Passeriformes,Alaudidae (Larks),Mirafra rufocinnamomea,Flappet Lark,Behavior
7084,Passeriformes,Alaudidae (Larks),Mirafra cordofanica,Kordofan Lark,Geographic Location
7085,Passeriformes,Alaudidae (Larks),Mirafra williamsi,Williams's Lark,Person
7086,Passeriformes,Alaudidae (Larks),Mirafra pulpa,Friedmann's Lark,Person
7087,Passeriformes,Alaudidae (Larks),Mirafra passerina,Monotonous Lark,Behavior
7088,Passeriformes,Alaudidae (Larks),Mirafra albicauda,White-tailed Lark,Both sexes physical trait
7089,Passeriformes,Alaudidae (Larks),Mirafra cheniana,Latakoo Lark,Geographic Location
7092,Passeriformes,Alaudidae (Larks),Mirafra microptera,Burmese Bushlark,Geographic Location
7093,Passeriformes,Alaudidae (Larks),Mirafra assamica,Bengal Bushlark,Geographic Location
7094,Passeriformes,Alaudidae (Larks),Mirafra erythrocephala,Indochinese Bushlark,Geographic Location
7095,Passeriformes,Alaudidae (Larks),Mirafra affinis,Jerdon's Bushlark,Person
7096,Passeriformes,Alaudidae (Larks),Mirafra erythroptera,Indian Bushlark,Geographic Location
7097,Passeriformes,Alaudidae (Larks),Mirafra rufa,Rusty Lark,Both sexes physical trait
7098,Passeriformes,Alaudidae (Larks),Mirafra gilletti,Gillett's Lark,Person
7099,Passeriformes,Alaudidae (Larks),Eremophila alpestris,Horned Lark,Both sexes physical trait
7100,Passeriformes,Alaudidae (Larks),Eremophila bilopha,Temminck's Lark,Person
7101,Passeriformes,Alaudidae (Larks),Calandrella blanfordi,Blanford's Lark,Person
7102,Passeriformes,Alaudidae (Larks),Calandrella eremica,Rufous-capped Lark,Both sexes physical trait
7103,Passeriformes,Alaudidae (Larks),Calandrella cinerea,Red-capped Lark,Both sexes physical trait
7104,Passeriformes,Alaudidae (Larks),Calandrella brachydactyla,Greater Short-toed Lark,Size
7105,Passeriformes,Alaudidae (Larks),Calandrella dukhunensis,Mongolian Short-toed Lark,Geographic Location
