TAXON_ID,ORDER1,FAMILY,SCI_NAME,PRIMARY_COM_NAME,DECISION
1,Struthioniformes,Struthionidae (Ostriches),Struthio camelus,Common Ostrich,Miscellaneous
2,Struthioniformes,Struthionidae (Ostriches),Struthio molybdophanes,Somali Ostrich,Geographic Location
3,Rheiformes,Rheidae (Rheas),Rhea americana,Greater Rhea,Size
4,Rheiformes,Rheidae (Rheas),Rhea pennata,Lesser Rhea,Size
5,Tinamiformes,Tinamidae (Tinamous),Nothocercus julius,Tawny-breasted Tinamou,Both sexes physical trait
6,Tinamiformes,Tinamidae (Tinamous),Nothocercus bonapartei,Highland Tinamou,Natural History
7,Tinamiformes,Tinamidae (Tinamous),Nothocercus nigrocapillus,Hooded Tinamou,Both sexes physical trait
8,Tinamiformes,Tinamidae (Tinamous),Tinamus tao,Gray Tinamou,Both sexes physical trait
9,Tinamiformes,Tinamidae (Tinamous),Tinamus solitarius,Solitary Tinamou,Behavior
10,Tinamiformes,Tinamidae (Tinamous),Tinamus osgoodi,Black Tinamou,Both sexes physical trait
11,Tinamiformes,Tinamidae (Tinamous),Tinamus major,Great Tinamou,Size
12,Tinamiformes,Tinamidae (Tinamous),Tinamus guttatus,White-throated Tinamou,Both sexes physical trait
13,Tinamiformes,Tinamidae (Tinamous),Crypturellus cinereus,Cinereous Tinamou,Both sexes physical trait
14,Tinamiformes,Tinamidae (Tinamous),Crypturellus berlepschi,Berlepsch's Tinamou,Person
15,Tinamiformes,Tinamidae (Tinamous),Crypturellus soui,Little Tinamou,Size
16,Tinamiformes,Tinamidae (Tinamous),Crypturellus ptaritepui,Tepui Tinamou,Natural History
17,Tinamiformes,Tinamidae (Tinamous),Crypturellus obsoletus,Brown Tinamou,Both sexes physical trait
18,Tinamiformes,Tinamidae (Tinamous),Crypturellus undulatus,Undulated Tinamou,Both sexes physical trait
19,Tinamiformes,Tinamidae (Tinamous),Crypturellus transfasciatus,Pale-browed Tinamou,Both sexes physical trait
20,Tinamiformes,Tinamidae (Tinamous),Crypturellus strigulosus,Brazilian Tinamou,Geographic Location
21,Tinamiformes,Tinamidae (Tinamous),Crypturellus duidae,Gray-legged Tinamou,Both sexes physical trait
22,Tinamiformes,Tinamidae (Tinamous),Crypturellus erythropus,Red-legged Tinamou,Both sexes physical trait
23,Tinamiformes,Tinamidae (Tinamous),Crypturellus noctivagus,Yellow-legged Tinamou,Both sexes physical trait
24,Tinamiformes,Tinamidae (Tinamous),Crypturellus atrocapillus,Black-capped Tinamou,Both sexes physical trait
25,Tinamiformes,Tinamidae (Tinamous),Crypturellus boucardi,Slaty-breasted Tinamou,Both sexes physical trait
26,Tinamiformes,Tinamidae (Tinamous),Crypturellus kerriae,Choco Tinamou,Geographic Location
27,Tinamiformes,Tinamidae (Tinamous),Crypturellus variegatus,Variegated Tinamou,Both sexes physical trait
28,Tinamiformes,Tinamidae (Tinamous),Crypturellus cinnamomeus,Thicket Tinamou,Natural History
29,Tinamiformes,Tinamidae (Tinamous),Crypturellus brevirostris,Rusty Tinamou,Both sexes physical trait
30,Tinamiformes,Tinamidae (Tinamous),Crypturellus bartletti,Bartlett's Tinamou,Person
31,Tinamiformes,Tinamidae (Tinamous),Crypturellus parvirostris,Small-billed Tinamou,Both sexes physical trait
32,Tinamiformes,Tinamidae (Tinamous),Crypturellus casiquiare,Barred Tinamou,Both sexes physical trait
33,Tinamiformes,Tinamidae (Tinamous),Crypturellus tataupa,Tataupa Tinamou,Local language
34,Tinamiformes,Tinamidae (Tinamous),Rhynchotus rufescens,Red-winged Tinamou,Both sexes physical trait
35,Tinamiformes,Tinamidae (Tinamous),Rhynchotus maculicollis,Huayco Tinamou,Local language
36,Tinamiformes,Tinamidae (Tinamous),Nothoprocta taczanowskii,Taczanowski's Tinamou,Person
37,Tinamiformes,Tinamidae (Tinamous),Nothoprocta ornata,Ornate Tinamou,Both sexes physical trait
38,Tinamiformes,Tinamidae (Tinamous),Nothoprocta perdicaria,Chilean Tinamou,Geographic Location
39,Tinamiformes,Tinamidae (Tinamous),Nothoprocta cinerascens,Brushland Tinamou,Natural History
40,Tinamiformes,Tinamidae (Tinamous),Nothoprocta pentlandii,Andean Tinamou,Geographic Location
41,Tinamiformes,Tinamidae (Tinamous),Nothoprocta curvirostris,Curve-billed Tinamou,Both sexes physical trait
42,Tinamiformes,Tinamidae (Tinamous),Nothura boraquira,White-bellied Nothura,Both sexes physical trait
43,Tinamiformes,Tinamidae (Tinamous),Nothura minor,Lesser Nothura,Size
44,Tinamiformes,Tinamidae (Tinamous),Nothura darwinii,Darwin's Nothura,Person
45,Tinamiformes,Tinamidae (Tinamous),Nothura maculosa,Spotted Nothura,Both sexes physical trait
46,Tinamiformes,Tinamidae (Tinamous),Taoniscus nanus,Dwarf Tinamou,Size
47,Tinamiformes,Tinamidae (Tinamous),Eudromia elegans,Elegant Crested-Tinamou,Miscellaneous
48,Tinamiformes,Tinamidae (Tinamous),Eudromia formosa,Quebracho Crested-Tinamou,Natural History
49,Tinamiformes,Tinamidae (Tinamous),Tinamotis pentlandii,Puna Tinamou,Natural History
50,Tinamiformes,Tinamidae (Tinamous),Tinamotis ingoufi,Patagonian Tinamou,Geographic Location
51,Casuariiformes,Casuariidae (Cassowaries and Emu),Casuarius casuarius,Southern Cassowary,Geographic Location
52,Casuariiformes,Casuariidae (Cassowaries and Emu),Casuarius bennetti,Dwarf Cassowary,Size
53,Casuariiformes,Casuariidae (Cassowaries and Emu),Casuarius unappendiculatus,Northern Cassowary,Geographic Location
54,Casuariiformes,Casuariidae (Cassowaries and Emu),Dromaius novaehollandiae,Emu,Miscellaneous
55,Apterygiformes,Apterygidae (Kiwis),Apteryx australis,Southern Brown Kiwi,Geographic Location
56,Apterygiformes,Apterygidae (Kiwis),Apteryx rowi,Okarito Brown Kiwi,Geographic Location
57,Apterygiformes,Apterygidae (Kiwis),Apteryx mantelli,North Island Brown Kiwi,Geographic Location
58,Apterygiformes,Apterygidae (Kiwis),Apteryx owenii,Little Spotted Kiwi,Size
59,Apterygiformes,Apterygidae (Kiwis),Apteryx haastii,Great Spotted Kiwi,Size
60,Anseriformes,Anhimidae (Screamers),Anhima cornuta,Horned Screamer,Both sexes physical trait
61,Anseriformes,Anhimidae (Screamers),Chauna torquata,Southern Screamer,Geographic Location
62,Anseriformes,Anhimidae (Screamers),Chauna chavaria,Northern Screamer,Geographic Location
63,Anseriformes,Anseranatidae (Magpie Goose),Anseranas semipalmata,Magpie Goose,Both sexes physical trait
64,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna guttata,Spotted Whistling-Duck,Both sexes physical trait
65,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna eytoni,Plumed Whistling-Duck,Both sexes physical trait
66,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna viduata,White-faced Whistling-Duck,Both sexes physical trait
67,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna autumnalis,Black-bellied Whistling-Duck,Both sexes physical trait
68,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna arborea,West Indian Whistling-Duck,Geographic Location
69,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna bicolor,Fulvous Whistling-Duck,Both sexes physical trait
70,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna arcuata,Wandering Whistling-Duck,Behavior
71,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna javanica,Lesser Whistling-Duck,Size
72,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Thalassornis leuconotus,White-backed Duck,Both sexes physical trait
73,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser indicus,Bar-headed Goose,Both sexes physical trait
74,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser canagicus,Emperor Goose,Both sexes physical trait
75,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser caerulescens,Snow Goose,Both sexes physical trait
76,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser rossii,Ross's Goose,Person
77,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser anser,Graylag Goose,Both sexes physical trait
78,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser cygnoides,Swan Goose,Both sexes physical trait
79,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser albifrons,Greater White-fronted Goose,Size
80,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser erythropus,Lesser White-fronted Goose,Size
81,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser fabalis,Taiga Bean-Goose,Natural History
82,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser serrirostris,Tundra Bean-Goose,Natural History
83,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser brachyrhynchus,Pink-footed Goose,Both sexes physical trait
84,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta bernicla,Brant,Local language
85,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta leucopsis,Barnacle Goose,Miscellaneous
86,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta hutchinsii,Cackling Goose,Behavior
87,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta canadensis,Canada Goose,Geographic Location
88,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta sandvicensis,Hawaiian Goose,Geographic Location
89,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta ruficollis,Red-breasted Goose,Both sexes physical trait
90,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cereopsis novaehollandiae,Cape Barren Goose,Geographic Location
91,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Stictonetta naevosa,Freckled Duck,Both sexes physical trait
92,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cyanochen cyanoptera,Blue-winged Goose,Both sexes physical trait
93,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus olor,Mute Swan,Behavior
94,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus atratus,Black Swan,Both sexes physical trait
95,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus melancoryphus,Black-necked Swan,Both sexes physical trait
96,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus buccinator,Trumpeter Swan,Behavior
97,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus columbianus,Tundra Swan,Natural History
98,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus cygnus,Whooper Swan,Behavior
99,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Coscoroba coscoroba,Coscoroba Swan,Behavior
100,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sarkidiornis melanotos,Knob-billed Duck,Male physical trait
101,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sarkidiornis sylvicola,Comb Duck,Male physical trait
102,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Pteronetta hartlaubii,Hartlaub's Duck,Person
103,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oressochen jubatus,Orinoco Goose,Geographic Location
104,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oressochen melanopterus,Andean Goose,Geographic Location
105,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga picta,Upland Goose,Natural History
106,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga hybrida,Kelp Goose,Natural History
107,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga poliocephala,Ashy-headed Goose,Both sexes physical trait
108,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga rubidiceps,Ruddy-headed Goose,Both sexes physical trait
109,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Radjah radjah,Radjah Shelduck,Local language
110,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen aegyptiaca,Egyptian Goose,Geographic Location
111,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen mauritiana,Mauritius Shelduck,Geographic Location
112,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen kervazoi,Reunion Shelduck,Geographic Location
113,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna ferruginea,Ruddy Shelduck,Both sexes physical trait
114,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna cana,South African Shelduck,Geographic Location
115,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna tadornoides,Australian Shelduck,Geographic Location
116,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna variegata,Paradise Shelduck,Miscellaneous
117,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna tadorna,Common Shelduck,Miscellaneous
118,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna cristata,Crested Shelduck,Both sexes physical trait
119,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Plectropterus gambensis,Spur-winged Goose,Both sexes physical trait
120,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres patachonicus,Flying Steamer-Duck,Behavior
121,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres pteneres,Flightless Steamer-Duck,Behavior
122,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres brachypterus,Falkland Steamer-Duck,Geographic Location
123,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres leucocephalus,White-headed Steamer-Duck,Male physical trait
124,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Lophonetta specularioides,Crested Duck,Both sexes physical trait
125,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Speculanas specularis,Spectacled Duck,Both sexes physical trait
126,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cairina moschata,Muscovy Duck,Miscellaneous
127,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus pulchellus,Green Pygmy-Goose,Male physical trait
128,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus coromandelianus,Cotton Pygmy-Goose,Male physical trait
129,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus auritus,African Pygmy-Goose,Geographic Location
130,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Callonetta leucophrys,Ringed Teal,Male physical trait
131,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aix sponsa,Wood Duck,Natural History
132,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aix galericulata,Mandarin Duck,Geographic Location
133,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chenonetta jubata,Maned Duck,Male physical trait
134,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chenonetta finschi,Finsch's Duck,Person
135,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Amazonetta brasiliensis,Brazilian Teal,Geographic Location
136,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Hymenolaimus malacorhynchos,Blue Duck,Both sexes physical trait
137,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Merganetta armata,Torrent Duck,Natural History
138,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Salvadorina waigiuensis,Salvadori's Teal,Person
139,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sibirionetta formosa,Baikal Teal,Geographic Location
140,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula querquedula,Garganey,Miscellaneous
141,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula hottentota,Blue-billed Teal,Both sexes physical trait
142,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula versicolor,Silver Teal,Both sexes physical trait
143,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula puna,Puna Teal,Natural History
144,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula discors,Blue-winged Teal,Both sexes physical trait
145,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula cyanoptera,Cinnamon Teal,Male physical trait
146,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula platalea,Red Shoveler,Male physical trait
147,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula smithii,Cape Shoveler,Geographic Location
149,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula clypeata,Northern Shoveler,Geographic Location
150,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca strepera,Gadwall,Miscellaneous
151,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca falcata,Falcated Duck,Male physical trait
152,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca penelope,Eurasian Wigeon,Geographic Location
153,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca americana,American Wigeon,Geographic Location
154,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca sibilatrix,Chiloe Wigeon,Geographic Location
155,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca marecula,Amsterdam Duck,Geographic Location
156,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas sparsa,African Black Duck,Geographic Location
157,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas undulata,Yellow-billed Duck,Both sexes physical trait
158,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas melleri,Meller's Duck,Person
159,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas superciliosa,Pacific Black Duck,Geographic Location
160,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas laysanensis,Laysan Duck,Geographic Location
161,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas wyvilliana,Hawaiian Duck,Geographic Location
162,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas luzonica,Philippine Duck,Geographic Location
163,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas poecilorhyncha,Indian Spot-billed Duck,Geographic Location
164,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas zonorhyncha,Eastern Spot-billed Duck,Geographic Location
165,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas platyrhynchos,Mallard,Local language
166,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas diazi,Mexican Duck,Geographic Location
167,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas rubripes,American Black Duck,Geographic Location
168,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas fulvigula,Mottled Duck,Both sexes physical trait
169,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas capensis,Cape Teal,Geographic Location
170,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas bahamensis,White-cheeked Pintail,Both sexes physical trait
171,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas erythrorhyncha,Red-billed Duck,Both sexes physical trait
172,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas acuta,Northern Pintail,Geographic Location
173,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas eatoni,Eaton's Pintail,Person
174,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas georgica,Yellow-billed Pintail,Both sexes physical trait
175,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas crecca,Green-winged Teal,Both sexes physical trait
176,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas andium,Andean Teal,Geographic Location
177,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas flavirostris,Yellow-billed Teal,Both sexes physical trait
178,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas theodori,Mauritius Duck,Geographic Location
179,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas albogularis,Andaman Teal,Geographic Location
180,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas gibberifrons,Sunda Teal,Geographic Location
181,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas gracilis,Gray Teal,Both sexes physical trait
182,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas castanea,Chestnut Teal,Male physical trait
183,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas bernieri,Bernier's Teal,Person
184,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas aucklandica,Auckland Islands Teal,Geographic Location
185,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas nesiotis,Campbell Islands Teal,Geographic Location
186,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas chlorotis,Brown Teal,Both sexes physical trait
187,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Malacorhynchus membranaceus,Pink-eared Duck,Both sexes physical trait
188,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Marmaronetta angustirostris,Marbled Teal,Both sexes physical trait
189,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Rhodonessa caryophyllacea,Pink-headed Duck,Both sexes physical trait
190,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Asarcornis scutulata,White-winged Duck,Both sexes physical trait
191,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Netta rufina,Red-crested Pochard,Male physical trait
192,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Netta erythrophthalma,Southern Pochard,Geographic Location
193,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Netta peposaca,Rosy-billed Pochard,Male physical trait
194,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya valisineria,Canvasback,Male physical trait
195,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya americana,Redhead,Male physical trait
196,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya ferina,Common Pochard,Miscellaneous
197,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya collaris,Ring-necked Duck,Male physical trait
198,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya nyroca,Ferruginous Duck,Both sexes physical trait
199,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya innotata,Madagascar Pochard,Geographic Location
200,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya baeri,Baer's Pochard,Person
201,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya australis,Hardhead,Miscellaneous
202,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya fuligula,Tufted Duck,Both sexes physical trait
203,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya novaeseelandiae,New Zealand Scaup,Geographic Location
204,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya marila,Greater Scaup,Size
205,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya affinis,Lesser Scaup,Size
206,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Polysticta stelleri,Steller's Eider,Person
207,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Somateria fischeri,Spectacled Eider,Both sexes physical trait
208,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Somateria spectabilis,King Eider,Male physical trait
209,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Somateria mollissima,Common Eider,Miscellaneous
210,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Histrionicus histrionicus,Harlequin Duck,Male physical trait
211,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Camptorhynchus labradorius,Labrador Duck,Geographic Location
212,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Melanitta perspicillata,Surf Scoter,Natural History
213,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Melanitta fusca,Velvet Scoter,Male physical trait
214,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Melanitta deglandi,White-winged Scoter,Both sexes physical trait
215,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Melanitta stejnegeri,Stejneger's Scoter,Person
216,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Melanitta nigra,Common Scoter,Miscellaneous
217,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Melanitta americana,Black Scoter,Male physical trait
218,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Clangula hyemalis,Long-tailed Duck,Male physical trait
219,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Bucephala albeola,Bufflehead,Male physical trait
220,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Bucephala clangula,Common Goldeneye,Miscellaneous
221,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Bucephala islandica,Barrow's Goldeneye,Person
222,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mergellus albellus,Smew,Miscellaneous
223,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Lophodytes cucullatus,Hooded Merganser,Both sexes physical trait
224,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus australis,Auckland Islands Merganser,Geographic Location
225,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus merganser,Common Merganser,Miscellaneous
226,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus octosetaceus,Brazilian Merganser,Geographic Location
227,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus serrator,Red-breasted Merganser,Male physical trait
228,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus squamatus,Scaly-sided Merganser,Both sexes physical trait
229,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Heteronetta atricapilla,Black-headed Duck,Male physical trait
230,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nomonyx dominicus,Masked Duck,Male physical trait
231,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oxyura jamaicensis,Ruddy Duck,Male physical trait
232,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oxyura ferruginea,Andean Duck,Geographic Location
233,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oxyura leucocephala,White-headed Duck,Male physical trait
234,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oxyura maccoa,Maccoa Duck,Geographic Location
235,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oxyura vittata,Lake Duck,Natural History
236,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oxyura australis,Blue-billed Duck,Male physical trait
237,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Biziura lobata,Musk Duck,Natural History
238,Galliformes,Megapodiidae (Megapodes),Alectura lathami,Australian Brushturkey,Geographic Location
239,Galliformes,Megapodiidae (Megapodes),Aepypodius arfakianus,Wattled Brushturkey,Both sexes physical trait
240,Galliformes,Megapodiidae (Megapodes),Aepypodius bruijnii,Waigeo Brushturkey,Geographic Location
241,Galliformes,Megapodiidae (Megapodes),Talegalla cuvieri,Red-billed Brushturkey,Both sexes physical trait
242,Galliformes,Megapodiidae (Megapodes),Talegalla fuscirostris,Yellow-legged Brushturkey,Both sexes physical trait
243,Galliformes,Megapodiidae (Megapodes),Talegalla jobiensis,Red-legged Brushturkey,Both sexes physical trait
