ORDER,FAMILY,SCI_NAME,PRIMARY_COM_NAME,CATEGORY_1_A,CATEGORY_2_A,REFERENCE_A,COMMENT_A,CATEGORY_1_B,CATEGORY_2_B,REFERENCE_B,COMMENT_B,CATEGORY_1_C,REFERENCE_C,COMMENT_C,CATEGORY_1_D,REFERENCE_D,COMMENT_D,CATEGORY_1_E,REFERENCE_E,COMMENT_E,ESM_AJS_FINAL_DECISION,DECISION_FINAL,GENERAL_CAT
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sarkidiornis melanotos,Knob-billed Duck,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sarkidiornis sylvicola,Comb Duck,Both sexes physical trait,NA,NA,Female comb is much smaller than male comb,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,Male physical trait,NA,The male has a comb. The female does not.,Male physical trait,NA,NA,NA,Male physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Pteronetta hartlaubii,Hartlaub's Duck,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oressochen jubatus,Orinoco Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oressochen melanopterus,Andean Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga picta,Upland Goose,Life History,NA,NA,NA,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga hybrida,Kelp Goose,Life History,NA,NA,NA,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga poliocephala,Ashy-headed Goose,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga rubidiceps,Ruddy-headed Goose,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Radjah radjah,Radjah Shelduck,Local language,NA,NA,NA,Local language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen aegyptiaca,Egyptian Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen mauritiana,Mauritius Shelduck,Geographic Location,NA,NA,extinct,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen kervazoi,Reunion Shelduck,Geographic Location,NA,NA,extinct,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna ferruginea,Ruddy Shelduck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna cana,South African Shelduck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna tadornoides,Australian Shelduck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna variegata,Paradise Shelduck,General Descriptor,NA,NA,NA,General Descriptor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna tadorna,Common Shelduck,General Descriptor,NA,NA,NA,General Descriptor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna cristata,Crested Shelduck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Plectropterus gambensis,Spur-winged Goose,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres patachonicus,Flying Steamer-Duck,Behavior,Behavior,https://en.wikipedia.org/wiki/Steamer_duck,"swims like steam paddle, only flying steamer duck",Behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres pteneres,Flightless Steamer-Duck,Behavior,Both sexes physical trait,NA,"I listed two categories because both could work. Flight = behavior, ""less"" = physical trait?",Behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres brachypterus,Falkland Steamer-Duck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres leucocephalus,White-headed Steamer-Duck,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Lophonetta specularioides,Crested Duck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Speculanas specularis,Spectacled Duck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cairina moschata,Muscovy Duck,Time limit,NA,https://en.wikipedia.org/wiki/Muscovy_duck#Common_name_‚Ä�√Ñ�‚à�√ë�‚Ä�√†�‚à�√´‚Ä�√†�‚Ä�√†√á‚Ä�√Ñ�‚à�‚Ä†�‚Ä�√†�‚à�¬¥‚Ä�√Ñ�‚à�‚Ä†�‚Ä�√Ñ�‚à�‚Ä†¬¨¬•Muscovy‚Ä�√Ñ�‚à�√ë�‚Ä�√†�‚à�√´‚Ä�√†�‚Ä�√†√á‚Ä�√Ñ�‚à�‚Ä†�‚Ä�√†�‚à�¬¥‚Ä�√Ñ�‚à�‚Ä†�‚âà√¨‚à�√ë,The reason for this name appears to be unknown,Time limit,NA,NA,"Could be errant referance to Black/Caspian Sea region or refer to ""musk""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus pulchellus,Green Pygmy-Goose,Both sexes physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,Male physical trait,NA,The female lacks the green.,Male physical trait,NA,NA,NA,Male physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus coromandelianus,Cotton Pygmy-Goose,Both sexes physical trait,NA,https://archive.org/details/monographonanati00ey/page/88/mode/2up?q=cotton,ref found on wikipedia. name comes from white feathers,Male physical trait,NA,NA,"Might argue that female also has ""cottony-white"" head",Male physical trait,https://www.thainationalparks.com/species/cotton-pygmy-goose,NA,Male physical trait,NA,The cotton is clearly referring the white head on the male in breeding plumage.,Male physical trait,https://en.wikipedia.org/wiki/Cotton_pygmy_goose,"Also sometimes called white-quilled pygmy goose, which the term ""cotton"" probably refers to.",NA,Male physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus auritus,African Pygmy-Goose,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Callonetta leucophrys,Ringed Teal,Male physical trait,NA,NA,"I cannot find a specific reason for the name and assume it is the ringed appearance of the male's head. The female arguably shows this to some extent too, but it is more prominent in the male",Male physical trait,NA,NA,"Might argue that female also has ringed neck, but less dramatic than male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aix sponsa,Wood Duck,Geographic Location,NA,NA,NA,Life History,NA,NA,NA,Natural History,NA,"requires wooded cover for nesting, (in tree cavities), has claws for perching in trees",Natural History,BOTW,references habitat,Natural History,NA,NA,NA,Natural History,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aix galericulata,Mandarin Duck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chenonetta jubata,Maned Duck,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chenonetta finschi,Finsch's Duck,Person,NA,https://natlib.govt.nz/records/22369332,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Amazonetta brasiliensis,Brazilian Teal,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Hymenolaimus malacorhynchos,Blue Duck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Merganetta armata,Torrent Duck,Geographic Location,NA,NA,NA,Life History,NA,NA,NA,Natural History,NA,NA,Natural History,BOTW,references habitat,Natural History,NA,NA,NA,Natural History,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Salvadorina waigiuensis,Salvadori's Teal,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sibirionetta formosa,Baikal Teal,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula querquedula,Garganey,Random,NA,NA,NA,Random,NA,https://www.ahdictionary.com/word/search.html?q=garganey&submit.x=0&submit.y=0,Reference to Lombard language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula hottentota,Blue-billed Teal,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula versicolor,Silver Teal,Time limit,NA,NA,NA,Both sexes physical trait,NA,NA,NA,Time limit,NA,NA,Both sexes physical trait,BOTW,NA,Both sexes physical trait,NA,NA,Both sexes physical trait,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula puna,Puna Teal,Life History,NA,NA,NA,Geographic Location,NA,NA,NA,Local language,NA,"puna (spanish, from Quechua) the high andean plateau above 10,000 ft",Natural History,NA,"see previous discussion of whether ""puna"" is a habitat type or regions",Natural History,NA,NA,Natural History,Natural History,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula discors,Blue-winged Teal,Female physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,Both sexes physical trait,BOTW,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula cyanoptera,Cinnamon Teal,Male physical trait,NA,NA,Dimorphic in size,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula platalea,Red Shoveler,Both sexes physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,Male physical trait,BOTW,NA,Male physical trait,NA,NA,NA,Male physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula smithii,Cape Shoveler,Life History,NA,NA,NA,Geographic Location,NA,NA,NA,Natural History,NA,NA,Geographic Location,BOTW,"Type locality= Cape Province, itself named for Cape of Good Hope",Geographic Location,NA,NA,Geographic Location,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula rhynchotis,Australasian Shoveler,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Spatula clypeata,Northern Shoveler,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca strepera,Gadwall,Time limit,NA,NA,NA,Random,NA,https://en.wikisource.org/wiki/1911_Encyclop‚Ä�√Ñ�‚à�√ë�‚Ä�√†�‚Ä�√Ñ‚Ä†‚Ä�√†�‚Ä�√†√á¬¨¬®¬¨¬Æ‚Ä�√Ñ�‚à�‚Ä†‚à�√°dia_Britannica/Gadwall,May come from quedul as in Lat. querquedula,Miscellaneous,NA,"""The entymology of the word gadwall is not known but the name has been in use since 1666""",Miscellaneous,https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Gadwall,unknown,Miscellaneous,https://en.wiktionary.org/wiki/gadwall,Origin of name unknown. In use since the 17th century.,NA,Miscellaneous,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca falcata,Falcated Duck,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca penelope,Eurasian Wigeon,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca americana,American Wigeon,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca sibilatrix,Chiloe Wigeon,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mareca marecula,Amsterdam Duck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas sparsa,African Black Duck,Geographic Location,Both sexes physical trait,NA,NA,Geographic Location,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas undulata,Yellow-billed Duck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas melleri,Meller's Duck,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas superciliosa,Pacific Black Duck,Geographic Location,NA,NA,NA,Geographic Location,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas laysanensis,Laysan Duck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas wyvilliana,Hawaiian Duck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas luzonica,Philippine Duck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas poecilorhyncha,Indian Spot-billed Duck,Geographic Location,Both sexes physical trait,NA,NA,Geographic Location,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas zonorhyncha,Eastern Spot-billed Duck,Geographic Location,Both sexes physical trait,NA,NA,Geographic Location,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas platyrhynchos,Mallard,Local language,NA,"https://domesticanimalbreeds.com/mallard-duck-breed-everything-you-need-to-know/#:~:text=The%20name%20Mallard%20duck%20originated%20from%20an%20old,collar%20in%20Spanish%20and%20Canard%20Colvert%20in%20French.",NA,Local language,NA,https://en.wikipedia.org/wiki/Mallard,"Old French malart for ""wild drake""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas diazi,Mexican Duck,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas rubripes,American Black Duck,Geographic Location,Both sexes physical trait,NA,NA,Geographic Location,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas fulvigula,Mottled Duck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas capensis,Cape Teal,Life History,NA,NA,NA,Geographic Location,NA,NA,NA,Natural History,NA,NA,Geographic Location,BOTW,Cape of Good Hope,Geographic Location,NA,NA,Geographic Location,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas bahamensis,White-cheeked Pintail,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas erythrorhyncha,Red-billed Duck,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas acuta,Northern Pintail,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas eatoni,Eaton's Pintail,Both sexes physical trait,NA,NA,NA,Person,NA,NA,NA,Person,NA,NA,Person,Wikipedia,Alfred Edmund Eaton,Person,NA,NA,NA,Person,human
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas georgica,Yellow-billed Pintail,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas crecca,Green-winged Teal,Female physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,Both sexes physical trait,BOTW,"refers to speculum, present in both",Both sexes physical trait,NA,NA,NA,Both sexes physical trait,physical trait
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas andium,Andean Teal,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
