ORDER,FAMILY,SCI_NAME,PRIMARY_COM_NAME,CATEGORY_1_A,CATEGORY_2_A,REFERENCE_A,COMMENT_A,CATEGORY_1_B,CATEGORY_2_B,REFERENCE_B,COMMENT_B,CATEGORY_1_C,REFERENCE_C,COMMENT_C,CATEGORY_1_D,REFERENCE_D,COMMENT_D,CATEGORY_1_E,REFERENCE_E,COMMENT_E,ESM_AJS_FINAL_DECISION,DECISION_FINAL,GENERAL_CAT
Charadriiformes,Charadriidae (Plovers and Lapwings),Phegornis mitchellii,Diademed Sandpiper-Plover,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,Both sexes physical trait,https://en.wikipedia.org/wiki/Diadem,"Diadem is a crown, refers to plumage stripe on head. Second category is also a trait given it is called a 'sandpiper-plover'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius modestus,Rufous-chested Dotterel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius morinellus,Eurasian Dotterel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius vociferus,Killdeer,Behavior,NA,NA,vocalizations,Behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius hiaticula,Common Ringed Plover,General Descriptor,Both sexes physical trait,NA,NA,General Descriptor,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius semipalmatus,Semipalmated Plover,Both sexes physical trait,NA,NA,paritally webbed feet,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius melodus,Piping Plover,Behavior,NA,https://en.wikipedia.org/wiki/Piping_plover,bell-like whistles,Behavior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Thinornis cucullatus,Hooded Plover,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Elseyornis melanops,Black-fronted Dotterel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Thinornis novaeseelandiae,Shore Plover,Life History,NA,NA,lives on rocky shores,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius forbesi,Forbes's Plover,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius tricollaris,Three-banded Plover,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius dubius,Little Ringed Plover,Both sexes physical trait,NA,NA,NA,Size,Both sexes physical trait,NA,NA,Size,NA,NA,Size,NA,NA,Size,NA,NA,NA,Size,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius placidus,Long-billed Plover,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus vanellus,Northern Lapwing,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus crassirostris,Long-toed Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus armatus,Blacksmith Lapwing,Behavior,NA,NA,"named for call, reminiscent of a blacksmith's anvil",Behavior,NA,NA,"named after the sound it makes, unclear if both males and females make that sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus spinosus,Spur-winged Lapwing,Both sexes physical trait,NA,NA,more prominent in male,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus duvaucelii,River Lapwing,Life History,NA,NA,lives near rivers,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus malabaricus,Yellow-wattled Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus tectus,Black-headed Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus albiceps,White-crowned Lapwing,Both sexes physical trait,NA,,,Both sexes physical trait,NA,,,Both sexes physical trait,,,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus lugubris,Senegal Lapwing,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus melanopterus,Black-winged Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus coronatus,Crowned Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus senegallus,Wattled Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus melanocephalus,Spot-breasted Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus superciliosus,Brown-chested Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus cinereus,Gray-headed Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus indicus,Red-wattled Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus macropterus,Javan Lapwing,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus tricolor,Banded Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus miles,Masked Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus gregarius,Sociable Lapwing,Behavior,NA,NA,for flocking behavior in migration,Life History,NA,NA,Semi-colonial,Behavior,NA,NA,Behavior,NA,NA,Behavior,NA,NA,NA,Behavior,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus leucurus,White-tailed Lapwing,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus chilensis,Southern Lapwing,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Vanellus resplendens,Andean Lapwing,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Erythrogonys cinctus,Red-kneed Dotterel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Peltohyas australis,Inland Dotterel,Life History,NA,NA,lives inland rather than on coast,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius asiaticus,Caspian Plover,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius veredus,Oriental Plover,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Anarhynchus mongolus,Siberian Sand-Plover,Geographic Location,NA,,,Geographic Location,NA,,,Geographic Location,,,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Anarhynchus atrifrons,Tibetan Sand-Plover,Geographic Location,NA,,,Geographic Location,NA,,,Geographic Location,,,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius leschenaultii,Greater Sand-Plover,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius bicinctus,Double-banded Plover,Both sexes physical trait,NA,NA,somewhat less prominent in female,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Anarhynchus frontalis,Wrybill,Both sexes physical trait,NA,NA,named for bill that curves to right,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius obscurus,Red-breasted Dotterel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,females are duller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius wilsonia,Wilson's Plover,Person,NA,NA,Alexander WIlson,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius collaris,Collared Plover,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius montanus,Mountain Plover,Life History,NA,NA,breeds in alpine tundra,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius alticola,Puna Plover,Life History,NA,NA,"Named after it's habitat, puna, a high treeless plateau in the Peruvian Andes",Geographic Location,NA,NA,Puna zone of high Andes,Geographic Location,BOTW,"""Puna zone of high Andes""",Natural History,NA,NA,Natural History,NA,NA,Natural History,Natural History,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius falklandicus,Two-banded Plover,Both sexes physical trait,NA,NA,"female is duller and the bands can be more brown or less continuous, but two bands are still present",Male physical trait,NA,NA,NA,Both sexes physical trait,BOTW,confirmed using Macaulay library photos,Both sexes physical trait,NA,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius thoracicus,Madagascar Plover,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius pecuarius,Kittlitz's Plover,Person,NA,NA,"Freidrich Heinrich von Kittlitz, explorer and naturalist",Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius sanctaehelenae,St. Helena Plover,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius ruficapillus,Red-capped Plover,Male physical trait,NA,NA,"female has slight red crown, but nowhere near intensity of male",Male physical trait,NA,NA,"Female has some red on head but greatly reduced, esp on cap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius nivosus,Snowy Plover,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius pallidus,Chestnut-banded Plover,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius peronii,Malaysian Plover,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius marginatus,White-fronted Plover,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius javanicus,Javan Plover,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius alexandrinus,Kentish Plover,Geographic Location,NA,https://www.birdguides.com/articles/species-profiles/focus-on-kentish-plover/,"for county of Kent, where formerly found, but has not bred in UK since 1979",Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius dealbatus,White-faced Plover,Male physical trait,NA,NA,"while both sexes have white on their face, named bc breeding male has far more white relative to congeners",Both sexes physical trait,NA,NA,NA,Male physical trait,BOTW,"Account notes ""distinct in its extensive white plumage on the face and forehead"" and ""Ad male in breeding plumage acquires entirely white forehead, lores and orbital area"", suggesting that white-faced refers to the male",Both sexes physical trait,NA,NA,Both sexes physical trait,NA,Female borderline white-faced,Both sexes physical trait,Both sexes physical trait,physical trait
Charadriiformes,Pedionomidae (Plains-wanderer),Pedionomus torquatus,Plains-wanderer,Life History,NA,NA,lives in open grasslands,Life History,Behavior,NA,"First category is for location, second is for the wandering aspect of behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history
Charadriiformes,Thinocoridae (Seedsnipes),Attagis gayi,Rufous-bellied Seedsnipe,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,BotW,No text saying sexes dissimilar or alike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Thinocoridae (Seedsnipes),Attagis malouinus,White-bellied Seedsnipe,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,BotW,"Female still has white belly, but less of a distinction with flanks and sides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Thinocoridae (Seedsnipes),Thinocorus orbignyianus,Gray-breasted Seedsnipe,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait
Charadriiformes,Thinocoridae (Seedsnipes),Thinocorus rumicivorus,Least Seedsnipe,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait
Charadriiformes,Rostratulidae (Painted-Snipes),Rostratula benghalensis,Greater Painted-Snipe,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait
Charadriiformes,Rostratulidae (Painted-Snipes),Rostratula australis,Australian Painted-Snipe,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Rostratulidae (Painted-Snipes),Nycticryphes semicollaris,South American Painted-Snipe,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Jacanidae (Jacanas),Hydrophasianus chirurgus,Pheasant-tailed Jacana,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Jacanidae (Jacanas),Jacana spinosa,Northern Jacana,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Jacanidae (Jacanas),Jacana jacana,Wattled Jacana,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Jacanidae (Jacanas),Microparra capensis,Lesser Jacana,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait
Charadriiformes,Jacanidae (Jacanas),Irediparra gallinacea,Comb-crested Jacana,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Jacanidae (Jacanas),Metopidius indicus,Bronze-winged Jacana,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Jacanidae (Jacanas),Actophilornis africanus,African Jacana,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Jacanidae (Jacanas),Actophilornis albinucha,Madagascar Jacana,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Bartramia longicauda,Upland Sandpiper,Life History,NA,NA,NA,Life History,NA,NA,Upland and lowland qualify as life history traits?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Numenius tahitiensis,Bristle-thighed Curlew,Both sexes physical trait,NA,NA,"Named after the elongated, bare shafts of their thigh feathers, the function is unknown",Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Scolopacidae (Sandpipers and Allies),Numenius phaeopus,Whimbrel,Behavior,NA,https://en.wiktionary.org/wiki/whimbrel,"Onomatopoeic- ""whimper"" + ""el""",Behavior,NA,https://www.audubon.org/field-guide/bird/whimbrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Numenius minutus,Little Curlew,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait
Charadriiformes,Scolopacidae (Sandpipers and Allies),Numenius borealis,Eskimo Curlew,Geographic Location,NA,NA,"for far northern location of type locality. name is a slur for Inuit people that should not be used, but due to the likely extinction of the species, little effort seems to be behind renaming",Geographic Location,NA,NA,"Likely extinct; named after people who live in its range, but pretty colonial term",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Numenius americanus,Long-billed Curlew,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Scolopacidae (Sandpipers and Allies),Numenius madagascariensis,Far Eastern Curlew,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Numenius tenuirostris,Slender-billed Curlew,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Scolopacidae (Sandpipers and Allies),Numenius arquata,Eurasian Curlew,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Limosa lapponica,Bar-tailed Godwit,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Scolopacidae (Sandpipers and Allies),Limosa limosa,Black-tailed Godwit,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Scolopacidae (Sandpipers and Allies),Limosa haemastica,Hudsonian Godwit,Geographic Location,NA,NA,Hudson Bay,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Limosa fedoa,Marbled Godwit,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Scolopacidae (Sandpipers and Allies),Limnodromus semipalmatus,Asian Dowitcher,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Limnodromus griseus,Short-billed Dowitcher,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,"Large females of this species overlap with small long-billed dowitchers, but presumably both sexes have shorter bills on average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Scolopacidae (Sandpipers and Allies),Limnodromus scolopaceus,Long-billed Dowitcher,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,See above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait
Charadriiformes,Scolopacidae (Sandpipers and Allies),Lymnocryptes minimus,Jack Snipe,Local language,Male physical trait,https://en.wikipedia.org/wiki/Jack_snipe,"unclear. may come from Welsh ""giach"" = ""snipe"", or from usage of ""jack"" to mean ""small"" or ""male"" (referring to belief that jack snipe was the male and common snipe female of a single species).",Local language,Male physical trait,https://en.wikipedia.org/wiki/Jack_snipe,"Possibly welsh, but also possibly named because individuals thought it was male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,human
Charadriiformes,Scolopacidae (Sandpipers and Allies),Scolopax minor,American Woodcock,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Scolopax rusticola,Eurasian Woodcock,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Scolopax mira,Amami Woodcock,Geographic Location,NA,NA,"Amami Islands, Japan",Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Scolopax bukidnonensis,Bukidnon Woodcock,Geographic Location,NA,NA,"Bukidnon province, Philippines",Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Scolopax saturata,Javan Woodcock,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Scolopax rosenbergii,New Guinea Woodcock,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Scolopax celebensis,Sulawesi Woodcock,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
Charadriiformes,Scolopacidae (Sandpipers and Allies),Scolopax rochussenii,Moluccan Woodcock,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history
